portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation
8.55,7.28,0.0,31.51,6.98,12.69,2.66,19.86,0.0,162557,0.0,10.46
4.17,8.01,41.99,18.06,4.34,4.36,0.0,10.89,3.59,50507,0.0,4.58
0.09,11.5,12.56,18.7,4.72,4.29,9.03,10.75,11.73,29717,6.65,9.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157103,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215216,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226061,0.0,0.0
0.0,18.69,13.49,26.48,6.62,4.01,4.9,16.31,0.0,148850,1.19,8.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,121328,0.0,0.0
5.74,21.3,12.26,11.16,9.14,6.12,9.79,6.76,5.09,108773,3.51,9.13
0.02,24.78,21.72,8.1,8.06,3.48,8.7,4.08,4.88,246635,3.4,12.8
2.19,14.81,4.85,31.17,2.51,0.0,2.47,17.56,2.88,149417,0.0,21.55
0.86,29.16,17.49,22.86,3.29,1.99,6.29,9.85,0.0,172502,0.0,8.21
3.69,28.73,4.13,4.75,2.9,10.09,13.12,15.85,0.0,73277,5.23,11.51
3.69,19.18,9.96,14.97,4.43,6.45,6.67,10.69,9.36,216539,3.78,10.82
2.84,20.67,11.09,15.36,5.19,6.42,7.01,9.73,6.7,203651,4.17,10.83
5.45,7.18,9.1,29.41,1.9,1.0,10.12,19.71,0.94,58148,0.0,15.18
5.99,13.17,8.99,1.29,1.92,7.52,12.78,6.43,17.55,208673,19.62,4.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69218,0.0,0.0
6.61,23.17,12.49,9.42,8.55,10.1,5.75,6.73,3.12,109889,2.13,11.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92879,0.0,0.0
4.33,1.78,4.23,55.09,0.0,0.0,6.38,8.47,0.0,213596,0.36,19.36
3.64,13.3,12.94,16.25,2.41,3.66,10.53,14.53,6.05,58130,5.86,10.84
2.2,7.37,5.68,37.37,0.0,0.0,0.0,12.15,10.29,136313,0.0,24.94
0.0,0.0,46.89,17.16,8.52,0.0,0.0,8.83,0.0,201041,7.93,10.67
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,152603,0.0,0.0
4.85,16.87,13.6,18.8,4.22,9.97,6.18,14.27,1.33,252647,3.52,6.39
4.68,3.61,25.56,27.33,9.28,10.46,0.41,14.48,0.45,26648,0.24,3.5
2.42,21.37,10.18,19.07,4.19,6.84,6.5,12.49,2.42,80702,2.09,12.43
1.04,13.5,15.65,17.78,5.4,3.71,3.55,11.65,12.08,246257,3.14,12.5
3.5,17.64,10.97,19.03,4.33,5.72,7.68,12.49,3.68,86624,3.21,11.75
2.98,20.66,10.71,15.95,5.63,7.21,6.82,11.17,4.26,142640,2.86,11.75
2.37,8.57,9.08,37.82,2.63,1.94,5.64,16.27,0.79,104822,0.0,14.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108305,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143711,0.0,0.0
0.62,0.56,12.33,73.1,4.3,1.66,0.0,6.53,0.0,170720,0.0,0.89
1.42,17.64,12.04,14.37,4.63,4.25,7.93,11.74,9.76,136448,3.97,12.23
3.54,20.0,10.28,23.32,4.29,6.53,4.36,17.65,1.65,250469,0.0,8.39
7.97,10.43,9.78,4.65,3.75,7.17,16.46,17.41,9.11,31841,6.77,6.5
4.0,15.69,11.15,18.68,1.47,5.62,8.38,14.53,4.71,244043,3.74,12.0
0.26,20.56,13.31,18.98,7.52,0.45,5.78,17.25,2.1,246707,0.0,13.8
2.35,26.61,21.47,9.8,6.61,1.44,3.01,3.93,0.0,176615,0.0,24.77
1.99,15.85,10.76,24.15,5.77,0.0,6.92,20.68,0.0,150884,0.0,13.88
16.35,0.0,0.0,0.0,0.0,51.62,0.0,32.03,0.0,70829,0.0,0.0
0.0,1.18,0.0,1.92,0.0,0.0,0.0,94.17,2.73,32570,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70091,0.0,0.0
5.42,23.68,4.4,24.11,7.14,8.44,9.16,2.26,2.43,199403,2.69,10.27
1.25,18.16,18.26,13.19,4.47,3.4,8.49,10.38,0.51,62486,6.74,15.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59255,0.0,0.0
,,,,,,,,,93527,,
4.66,15.7,12.33,17.93,3.13,6.58,5.38,10.89,7.0,92789,4.03,12.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193049,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35720,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183347,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,140993,0.0,0.0
1.6,6.76,20.25,21.24,2.33,1.03,6.57,24.3,1.0,90035,0.06,14.86
0.0,0.0,0.0,0.0,0.0,0.08,0.0,99.92,0.0,90980,0.0,0.0
7.69,21.06,5.43,23.17,2.44,10.41,6.62,0.0,12.12,133973,2.71,8.34
1.01,13.46,17.64,19.27,6.51,2.65,3.75,15.69,2.98,203057,0.18,16.87
3.18,10.23,15.82,10.47,8.24,3.53,14.45,10.24,4.14,88406,7.17,12.54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189449,0.0,0.0
0.0,15.7,4.51,30.25,0.0,0.0,2.64,22.95,0.0,243233,0.0,23.94
3.07,15.94,14.33,9.8,0.0,5.49,12.21,14.15,4.09,238814,3.85,17.07
2.89,13.38,9.37,21.92,4.63,7.73,7.53,16.13,1.47,204479,2.47,12.48
2.63,16.12,12.05,15.82,5.0,4.49,5.16,10.29,12.85,150533,4.0,11.59
0.47,21.58,12.29,12.37,6.65,6.76,5.71,5.6,7.45,166130,9.75,11.38
6.29,21.54,12.05,10.02,6.5,11.11,6.09,14.98,2.5,154295,4.24,4.68
3.46,21.84,12.49,1.57,15.01,27.98,6.62,0.0,0.0,76895,4.35,6.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237653,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58463,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143423,0.0,0.0
0.3,28.48,19.62,14.61,6.2,4.92,2.4,2.75,4.51,27665,2.33,13.88
2.03,6.55,6.57,44.05,0.0,0.0,0.8,19.01,0.0,142793,0.0,20.99
0.94,22.7,11.07,11.27,4.13,6.56,3.62,4.5,14.17,192779,6.72,14.33
3.05,16.42,12.81,17.22,4.46,4.96,9.69,12.2,4.81,230156,2.95,11.45
3.25,15.14,10.86,22.39,2.79,5.11,7.03,14.13,3.92,242117,3.23,12.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165824,0.0,0.0
2.51,10.23,15.04,23.76,3.2,2.62,4.99,11.34,5.0,155096,4.24,17.08
2.45,21.31,10.16,19.18,4.15,6.81,6.51,12.52,2.42,94931,2.09,12.39
1.7,16.34,12.38,20.46,2.38,4.25,7.29,14.34,3.35,226178,3.26,14.25
0.99,18.06,8.95,15.99,9.38,5.34,2.44,7.15,13.08,251090,6.32,12.3
3.34,21.35,10.77,14.87,3.25,7.11,9.45,12.51,2.92,148427,4.55,9.89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60308,0.0,0.0
2.06,4.54,1.48,41.45,1.75,1.89,5.09,27.77,0.0,43649,2.59,11.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246410,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198395,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226259,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205001,0.0,0.0
0.05,7.3,21.65,29.08,5.44,0.03,8.27,13.14,2.43,54368,0.0,12.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161963,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,198089,0.0,0.0
3.56,15.4,10.23,22.94,2.46,5.43,7.77,14.49,2.5,156329,3.33,11.9
0.01,19.93,20.5,10.89,12.56,4.38,9.07,2.11,4.04,76292,2.73,13.79
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,116621,0.0,0.0
0.0,0.0,0.5,0.38,0.0,0.0,0.4,98.72,0.0,99179,0.0,0.0
4.76,14.24,11.44,16.57,5.91,4.89,6.34,16.19,3.55,43496,2.44,13.68
2.03,5.31,24.33,14.47,1.03,2.59,4.94,13.86,9.2,40184,2.54,19.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225179,0.0,0.0
3.07,19.69,7.02,22.49,3.28,7.36,10.02,5.54,1.28,227357,0.0,20.27
2.27,8.5,15.88,18.11,6.53,0.95,3.8,24.1,0.0,201914,0.0,19.86
3.63,2.34,6.27,45.29,0.0,0.0,23.73,0.0,15.8,90791,0.0,2.94
3.54,32.58,5.41,16.07,0.0,3.23,13.97,13.18,0.0,174932,0.0,12.02
0.01,21.52,12.0,15.89,9.41,1.48,6.29,8.34,4.81,236033,0.03,20.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94391,0.0,0.0
0.0,7.51,35.97,6.58,2.54,14.14,0.0,0.0,0.0,193427,0.0,33.26
4.57,24.59,5.96,20.04,8.19,8.02,6.54,2.98,4.45,242873,3.01,11.65
2.5,18.76,42.2,7.83,4.43,0.0,7.7,0.0,6.37,88829,0.0,10.22
0.0,12.59,7.6,41.19,3.85,0.0,0.0,16.71,0.0,71207,0.0,18.06
0.51,13.64,3.58,6.89,7.41,3.41,7.54,18.8,11.89,221012,7.99,18.33
1.6,11.9,14.12,23.04,9.1,0.41,15.23,10.47,0.0,166607,0.0,14.14
0.0,22.24,19.52,9.95,3.76,6.31,3.61,10.23,6.27,231965,3.54,14.55
4.41,0.0,20.81,5.77,23.66,3.9,5.84,5.01,0.0,216098,0.0,30.61
1.91,14.61,10.52,19.07,5.65,9.65,9.99,12.64,2.17,170144,2.19,11.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198071,0.0,0.0
2.4,9.12,12.0,19.81,5.13,8.52,4.49,15.91,2.44,60065,1.42,18.76
1.36,8.84,10.1,10.65,0.54,5.42,11.8,12.12,11.2,135377,14.25,13.71
0.0,16.09,12.11,12.19,4.1,1.65,30.41,5.73,0.0,85517,1.78,15.94
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161684,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,30563,0.0,0.0
3.65,12.95,16.19,24.1,0.0,0.0,9.77,16.96,0.0,131219,0.44,15.95
14.49,6.09,3.19,0.0,0.0,15.91,24.27,7.61,9.79,226232,18.64,0.0
0.79,0.0,0.0,0.0,0.0,0.0,0.0,4.5,94.71,67535,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67607,0.0,0.0
0.01,5.67,16.39,33.74,2.67,1.98,6.72,17.99,1.16,55664,0.0,13.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44144,0.0,0.0
3.11,16.19,12.86,16.55,4.3,5.2,10.06,11.98,5.1,229967,3.15,11.49
8.26,23.58,3.52,23.68,13.55,8.95,3.1,0.0,6.17,30302,3.48,5.69
42.12,0.0,0.0,39.25,0.0,0.0,0.0,0.0,0.0,187046,0.0,18.63
0.0,19.95,18.3,10.71,6.93,9.41,2.17,9.58,7.21,110960,2.46,13.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230507,0.0,0.0
2.15,13.88,13.61,28.92,5.26,0.1,8.18,12.84,0.0,156482,0.0,15.05
3.14,20.31,12.18,14.81,4.07,6.98,6.72,12.73,4.09,182114,4.46,10.53
0.0,4.28,15.03,38.93,0.2,2.48,4.95,18.32,1.82,218654,0.0,13.99
4.56,14.9,9.29,23.14,2.71,3.8,6.37,16.06,3.38,27728,5.46,10.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253664,0.0,0.0
4.4,18.24,8.58,8.67,7.25,9.48,9.97,13.73,2.37,202355,4.32,12.99
2.27,17.36,11.14,19.36,2.84,6.8,7.57,14.04,4.2,38528,2.37,12.04
1.01,10.77,13.4,24.78,5.92,2.86,6.91,17.47,1.8,61568,0.19,14.89
4.12,22.15,10.72,11.88,7.91,7.4,10.06,7.9,3.53,43883,3.28,11.05
4.81,20.25,16.31,3.34,4.56,7.56,8.32,15.36,8.87,103679,6.69,3.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161261,0.0,0.0
1.13,12.39,19.18,11.88,8.28,4.74,5.46,5.27,11.53,218744,3.83,16.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72656,0.0,0.0
1.04,13.5,15.65,17.78,5.4,3.71,3.55,11.65,12.08,246230,3.14,12.5
4.7,14.77,12.05,23.63,1.95,5.42,8.62,13.97,1.02,67562,2.82,11.06
0.0,10.75,12.78,21.45,14.17,0.0,13.42,2.48,3.71,234314,0.0,21.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70613,0.0,0.0
0.59,16.02,15.56,17.01,5.81,4.45,3.44,8.94,9.88,57752,4.02,14.29
3.85,6.83,1.24,20.77,0.0,3.0,13.68,13.86,0.0,114353,0.0,36.79
4.57,14.34,13.35,9.69,4.7,4.14,9.76,12.18,12.18,250334,4.25,10.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94400,0.0,0.0
0.51,9.62,10.05,0.15,9.69,1.38,0.28,0.1,47.74,201923,1.44,19.03
3.51,15.81,11.6,15.76,4.4,5.03,10.85,12.39,4.61,50048,5.0,11.02
2.58,17.56,11.3,19.72,4.57,6.06,6.35,12.95,3.93,46628,3.01,11.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68570,0.0,0.0
6.12,23.08,7.4,15.61,6.15,3.26,14.07,5.94,4.26,205244,1.22,12.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211175,0.0,0.0
4.0,18.93,13.18,7.75,7.85,5.99,11.9,11.33,3.9,176075,3.69,11.49
3.6,17.77,10.85,20.01,4.82,6.08,6.4,12.15,1.87,96389,3.26,13.2
3.09,18.08,11.6,22.07,1.99,4.24,6.81,14.26,4.69,106622,3.33,9.84
3.32,20.3,11.84,8.07,9.13,5.94,11.41,10.75,2.31,128429,3.59,13.34
0.31,10.86,9.57,36.83,1.47,1.28,2.9,16.88,1.98,100844,1.16,16.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136376,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56447,0.0,0.0
1.33,20.4,17.66,15.99,6.91,3.8,4.75,8.43,0.67,215486,3.88,16.18
2.97,20.21,13.68,20.36,2.9,0.63,7.44,12.75,1.88,51389,2.38,14.8
2.11,25.18,6.09,27.69,5.44,7.31,5.68,3.2,2.14,156284,1.08,14.09
2.96,17.39,11.96,17.34,5.46,5.13,7.82,10.96,4.85,170063,3.22,12.9
3.96,15.39,11.6,18.1,3.76,5.33,7.85,12.0,6.9,243458,3.39,11.7
0.48,15.38,7.98,13.35,4.98,6.85,10.14,14.51,1.0,87785,2.18,23.16
3.5,17.64,10.97,19.03,4.33,5.72,7.68,12.49,3.68,82709,3.21,11.75
2.7,18.0,11.12,19.42,4.41,5.63,6.64,12.51,2.88,177830,3.0,13.68
6.37,20.33,7.88,11.93,2.98,9.45,7.26,15.96,4.98,104939,6.33,6.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97217,0.0,0.0
0.0,0.0,6.88,0.0,5.57,85.7,0.0,0.0,0.0,99764,0.0,1.86
2.59,14.94,12.17,13.07,8.99,5.51,10.06,10.4,4.63,102014,4.16,13.49
6.74,33.4,4.82,0.0,19.65,17.38,10.62,0.0,0.0,239813,4.27,3.11
1.91,16.35,13.17,8.3,5.64,6.34,6.28,7.22,14.19,104318,11.28,9.32
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,140156,0.0,0.0
0.0,17.34,12.98,0.0,21.47,0.0,0.0,0.0,0.0,36035,48.21,0.0
5.63,31.77,12.12,20.88,4.4,3.95,4.21,0.0,0.0,176642,0.0,17.04
2.03,5.31,24.33,14.47,1.03,2.59,4.94,13.86,9.2,40148,2.54,19.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45206,0.0,0.0
0.52,0.0,0.0,0.77,0.0,0.0,0.0,0.0,98.71,37790,0.0,0.0
0.0,0.0,1.09,0.0,24.13,73.99,0.0,0.15,0.0,91592,0.0,0.64
4.38,16.12,8.74,9.76,3.24,6.31,9.4,10.99,14.38,191177,6.79,9.89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163430,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184184,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142046,0.0,0.0
3.49,17.4,11.02,19.2,4.3,5.42,7.76,12.63,3.73,234179,3.2,11.84
0.0,3.38,16.32,13.5,8.24,4.56,13.26,19.12,3.77,67238,3.55,14.29
0.0,0.03,0.07,1.5,0.0,0.0,0.0,98.4,0.0,244016,0.0,0.0
0.93,5.94,15.34,26.31,4.62,2.59,1.92,23.74,3.92,49553,0.0,14.68
0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,95.13,236465,0.0,2.25
0.0,24.0,6.46,22.93,0.0,5.78,8.87,15.53,5.28,42911,0.0,11.15
8.05,14.06,11.13,23.48,1.38,6.77,8.64,16.65,0.76,126602,0.1,8.98
3.32,14.98,10.59,26.24,4.01,4.74,7.26,11.03,4.56,43478,3.18,10.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189233,0.0,0.0
0.94,9.11,26.03,15.27,12.72,3.27,8.12,11.67,4.39,239255,0.0,8.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111284,0.0,0.0
2.63,17.55,10.29,19.13,4.32,4.43,7.18,15.11,2.8,158930,4.18,12.37
0.0,8.55,25.59,25.21,8.5,0.0,3.96,13.48,2.69,172655,0.0,12.04
2.17,12.34,12.09,17.87,6.83,8.1,7.87,9.32,2.59,208637,3.72,17.1
2.64,17.16,11.96,17.82,4.03,4.7,7.48,12.59,5.68,162530,2.62,13.32
0.0,0.0,11.4,24.64,4.71,1.27,11.47,0.0,5.33,211886,0.0,41.17
0.0,0.0,57.48,0.0,0.0,20.38,3.06,3.83,0.0,170873,0.0,15.25
2.42,18.8,12.33,18.15,4.11,4.71,7.5,12.17,3.07,222722,3.58,13.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172610,0.0,0.0
0.26,17.55,22.52,15.29,5.5,3.64,4.06,8.01,6.4,68012,3.24,13.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80846,0.0,0.0
0.0,23.42,9.31,14.64,2.99,5.62,8.24,17.2,10.31,137843,3.34,4.92
3.82,12.73,11.47,19.33,3.85,9.71,14.44,12.5,2.15,79253,7.32,2.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,164789,0.0,0.0
3.83,19.43,12.07,17.42,4.07,4.8,8.55,12.59,0.0,118088,1.86,15.39
0.0,25.6,4.42,24.28,2.98,12.57,16.02,2.35,0.0,158066,0.0,11.79
0.03,8.0,13.53,30.27,3.73,2.07,7.51,20.56,0.06,203273,0.01,14.23
0.0,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200132,0.0,0.05
5.62,14.69,15.73,6.59,15.78,4.57,15.8,5.71,4.97,219230,0.0,10.54
2.7,18.0,11.12,19.42,4.41,5.63,6.64,12.51,2.88,176840,3.0,13.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182321,0.0,0.0
4.98,34.41,4.77,26.32,4.37,0.45,1.04,5.06,1.56,186938,0.0,17.04
2.73,17.06,11.84,17.92,3.85,4.72,7.55,12.91,5.52,162728,2.66,13.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57743,0.0,0.0
3.08,16.75,11.97,13.06,6.58,7.34,5.47,6.92,11.68,204902,7.32,9.85
32.16,1.42,53.55,0.0,0.0,0.0,0.0,0.0,6.43,212939,0.0,6.44
7.05,14.07,9.78,13.24,3.66,14.08,6.78,15.59,5.82,103616,7.91,2.03
0.59,16.1,15.36,15.41,5.07,3.37,2.64,15.91,8.56,57194,3.47,13.52
0.0,20.68,17.51,21.53,8.16,1.05,4.51,10.08,2.71,142838,0.0,13.77
5.66,17.1,9.52,18.09,11.9,7.0,7.33,3.22,3.98,128798,3.69,12.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103625,0.0,0.0
0.0,16.74,10.99,34.22,5.66,2.88,5.76,8.29,0.0,124109,0.0,15.46
2.02,17.14,11.53,19.73,2.76,6.22,7.51,12.99,4.78,37835,2.1,13.22
0.0,19.04,30.7,16.48,7.1,2.72,2.92,2.68,6.58,159623,1.93,9.85
1.02,13.64,14.96,29.65,1.99,1.1,5.55,12.8,1.64,196109,0.3,17.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175328,0.0,0.0
5.54,7.76,19.23,13.75,5.1,4.97,18.21,10.57,0.0,139769,7.77,7.09
1.14,23.01,10.52,17.39,9.51,9.01,7.8,8.36,0.03,56222,0.04,13.18
4.58,14.04,13.25,9.16,4.69,4.04,9.68,11.93,13.76,249407,4.22,10.65
3.62,16.92,10.63,17.29,4.46,5.37,8.26,12.6,5.64,123155,3.59,11.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189539,0.0,0.0
0.0,9.13,12.5,33.51,2.68,0.99,2.32,23.05,1.79,240380,0.0,14.03
2.39,21.77,18.83,8.18,2.79,1.37,2.93,6.52,2.89,142118,1.59,30.75
0.0,0.0,79.85,0.0,0.0,0.0,0.0,0.0,0.0,179414,0.0,20.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141425,0.0,0.0
0.0,12.78,10.88,31.71,0.73,0.0,2.88,16.05,0.51,124091,1.5,22.95
0.0,15.1,33.51,18.77,2.64,0.0,1.4,12.87,1.66,71063,0.0,14.05
0.0,7.49,15.86,26.11,0.0,4.83,14.7,14.69,0.0,231443,0.0,16.32
1.99,15.21,14.11,17.45,6.64,4.6,3.2,15.3,9.96,48887,3.04,8.51
1.08,6.56,13.68,25.14,1.65,1.15,4.17,24.09,5.26,119249,0.0,17.22
2.66,17.98,10.79,16.55,4.89,6.55,7.95,12.99,4.03,132011,3.2,12.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161981,0.0,0.0
0.0,0.0,0.0,2.24,2.05,0.0,0.0,0.0,94.65,83060,0.0,1.06
2.81,4.5,12.84,3.98,0.46,11.06,2.62,4.77,23.34,106163,30.63,3.0
0.93,19.14,12.98,17.85,4.43,2.31,6.06,14.74,6.37,79892,0.8,14.39
2.68,17.09,8.65,16.74,5.33,6.63,7.44,11.48,9.06,96956,3.24,11.66
2.85,17.21,10.92,16.06,4.94,6.74,8.31,12.88,4.13,131867,3.52,12.44
3.3,15.19,9.38,22.22,3.52,5.94,8.08,14.84,0.44,200366,4.18,12.92
3.64,13.3,12.94,16.25,2.41,3.66,10.53,14.53,6.05,58157,5.86,10.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195209,0.0,0.0
7.87,12.89,12.73,5.93,2.98,1.29,13.53,8.08,14.64,245303,7.62,12.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179864,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36926,0.0,0.0
0.0,3.84,16.86,29.93,0.0,8.27,7.7,8.51,0.0,215927,4.2,20.69
5.09,10.77,12.8,33.21,4.57,0.0,3.14,16.49,1.65,194246,0.0,12.28
2.74,0.52,0.0,0.0,0.0,0.0,0.0,0.0,94.94,92708,0.0,1.8
6.64,27.14,10.05,3.43,11.28,12.42,4.33,5.06,3.07,134666,2.18,14.39
1.34,11.88,16.48,30.17,2.19,0.0,6.82,11.69,0.0,201941,0.0,19.43
8.85,22.38,7.84,5.61,3.6,12.24,8.11,12.48,1.32,195605,7.16,10.41
3.41,16.24,10.98,18.43,4.1,4.69,9.29,13.2,4.03,47087,3.65,11.98
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143567,0.0,0.0
3.26,14.83,10.34,26.16,3.8,4.37,7.24,12.23,4.28,43334,3.36,10.11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185714,0.0,0.0
5.7,21.32,14.71,2.46,6.36,13.63,5.17,11.97,3.12,229688,11.6,3.97
4.25,15.81,9.77,19.15,4.92,6.24,7.19,14.7,2.66,39437,3.49,11.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229121,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109214,0.0,0.0
0.4,7.67,3.43,44.04,0.72,0.96,4.24,12.89,0.04,79280,0.03,25.58
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,188297,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81107,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189719,0.0,0.0
1.45,11.32,12.57,8.92,2.84,2.94,3.78,2.25,14.32,36737,17.22,22.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216017,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185318,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171467,0.0,0.0
5.2,16.74,13.45,13.83,3.7,6.35,10.23,11.95,4.15,119591,4.16,10.24
3.08,16.75,11.97,13.06,6.58,7.34,5.47,6.92,11.68,204884,7.32,9.85
6.2,8.95,33.88,21.24,7.49,0.65,0.0,10.05,4.44,40265,0.0,7.08
8.05,14.06,11.13,23.48,1.38,6.77,8.64,16.65,0.76,126584,0.1,8.98
15.52,0.25,6.01,2.16,0.42,9.21,0.01,0.02,0.0,96920,65.58,0.83
0.0,13.4,6.6,29.79,2.51,2.97,3.22,8.18,1.76,192500,0.0,31.58
3.62,18.0,9.39,20.98,3.9,5.61,7.06,13.64,2.81,27755,2.92,12.05
2.0,26.33,14.56,14.11,7.4,0.0,10.68,15.88,0.0,41489,1.71,7.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201221,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75194,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182654,0.0,0.0
0.9,11.66,13.35,17.9,3.35,8.7,6.68,11.41,8.95,178523,3.96,13.14
