tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
220445,11.46,2.12,0.08,1.5,0.04,0.54,0.47,67.73,3.45,0.01,6.67,-0.03,0.0,0.01,0.69,5.78
94904,2.82,0.13,0.0,0.39,0.19,0.12,0.06,17.21,0.43,0.0,1.47,0.0,0.0,0.01,0.17,1.75
47942,-1.04,-7.03,0.08,-0.01,0.08,0.1,0.57,39.41,9.78,0.01,0.69,-0.03,0.0,0.0,0.55,4.36
222551,9.39,-2.49,0.11,0.87,0.11,0.88,0.98,97.68,10.65,0.01,10.51,-0.01,0.01,0.01,0.92,11.84
151973,9.39,2.16,0.11,0.84,0.06,0.81,0.89,87.57,10.01,0.01,9.61,-0.01,0.01,0.01,0.9,6.62
106883,3.01,1.32,0.03,0.82,0.01,0.32,0.86,87.7,3.16,0.01,3.87,-0.0,0.0,0.0,0.95,2.09
203219,9.11,-2.99,0.13,0.84,0.13,0.95,1.09,93.61,12.14,0.01,11.25,0.01,0.01,0.01,0.84,15.35
155033,,,0.1,,0.05,,,,,0.02,0.0,-0.02,0.01,0.01,0.87,9.6
202418,11.67,-0.18,0.16,0.93,0.12,1.44,1.35,70.27,17.25,0.01,17.02,-0.0,0.01,0.01,0.7,15.88
178442,2.66,-1.76,0.05,0.33,0.03,0.21,0.45,54.36,3.77,0.01,2.49,-0.02,0.0,0.0,0.5,2.79
138266,9.17,-2.74,0.11,0.8,0.09,0.92,1.04,84.24,12.16,0.01,10.83,-0.02,0.01,0.01,0.84,10.01
124217,9.04,0.62,0.16,0.76,0.17,1.01,1.23,70.17,15.37,0.01,11.54,0.08,0.02,0.01,0.57,21.78
31814,10.5,-1.63,0.14,0.88,0.11,1.24,1.26,77.67,15.4,0.01,14.56,-0.01,0.01,0.01,0.81,14.18
169406,20.21,8.66,0.16,1.46,0.12,2.07,1.24,67.59,16.16,0.01,26.25,-0.0,0.01,0.01,0.7,15.88
251603,7.22,-4.47,0.11,0.67,0.09,0.73,1.0,91.66,11.15,0.01,8.49,-0.02,0.01,0.01,0.84,10.01
180197,4.89,1.02,0.01,1.11,0.03,0.21,0.25,46.31,1.1,0.0,2.51,0.0,0.0,0.0,0.6,1.87
28547,9.16,-2.8,0.11,0.78,0.09,0.96,1.09,78.55,13.12,0.01,11.23,-0.02,0.01,0.01,0.84,10.01
95075,,,,,,,,,,,,,,,,
252314,6.57,-4.24,0.08,0.52,0.08,0.62,0.86,62.3,11.75,0.01,6.95,-0.03,0.0,0.0,0.55,4.36
235943,0.21,-0.42,0.03,0.07,0.0,0.12,0.81,68.93,2.89,0.01,1.46,-0.0,0.0,0.0,0.59,1.65
136088,-0.74,-0.3,0.01,-0.15,0.03,0.1,0.2,38.3,0.99,0.0,1.14,0.0,0.0,0.0,0.6,1.87
79559,,,0.01,,0.03,,,,,0.0,0.0,0.0,0.0,0.0,0.6,1.87
69812,-1.44,0.02,0.03,0.01,0.25,0.11,0.02,0.02,3.49,0.0,1.26,0.02,0.0,0.01,0.14,3.71
240794,4.05,-3.3,0.13,0.29,0.07,0.44,0.78,31.84,13.87,0.01,4.44,-0.01,0.01,0.0,0.3,6.0
209969,22.39,11.79,0.16,1.62,0.17,1.89,1.02,60.26,13.16,0.01,24.13,0.08,0.02,0.01,0.57,21.78
34748,-7.34,-2.36,0.09,-0.55,-0.05,-0.43,0.95,60.5,11.68,0.01,-5.7,-0.0,-0.0,-0.0,0.42,-2.14
58670,6.29,-0.4,0.08,0.88,0.08,0.7,1.13,73.16,8.1,0.01,8.4,0.01,0.01,0.01,0.72,10.21
121985,3.49,0.88,0.03,0.62,0.25,0.2,0.33,27.75,1.84,0.0,2.43,0.02,0.0,0.01,0.14,3.71
105929,8.79,-3.35,0.13,0.79,0.07,0.95,1.12,88.23,12.8,0.01,11.15,-0.05,0.01,0.01,0.78,8.55
161675,0.94,-0.42,0.03,0.28,0.01,0.18,0.9,98.61,3.14,0.01,2.14,-0.0,0.0,0.0,0.95,2.09
161882,4.14,-3.61,0.1,0.64,0.05,0.66,1.53,84.38,10.24,0.02,7.63,-0.02,0.01,0.01,0.87,9.6
115136,5.31,-7.65,0.16,0.46,0.06,0.82,1.34,60.64,18.51,0.01,8.42,-0.06,0.01,0.0,0.6,8.3
168830,0.47,-0.83,0.03,0.15,0.01,0.15,0.89,96.7,3.14,0.01,1.71,-0.01,0.0,0.0,0.95,1.9
157850,15.0,2.97,0.13,1.24,0.13,1.53,1.18,84.22,13.78,0.01,18.95,0.01,0.01,0.01,0.84,15.35
196802,2.98,-1.62,0.04,0.44,0.06,0.22,0.44,81.51,2.98,0.01,2.62,-0.0,0.0,0.01,0.88,4.79
112733,159.72,13.69,0.04,1.54,0.3,1.25,0.09,0.09,8.79,0.0,15.71,0.05,0.01,0.01,0.04,6.97
109511,-38.06,5.66,0.03,1.58,-0.28,0.57,-0.15,1.59,3.41,-0.0,6.99,0.04,0.0,0.01,0.04,4.71
199412,5.1,-2.34,0.09,0.82,0.06,0.78,1.56,95.41,9.81,0.01,9.26,-0.01,0.01,0.01,0.95,9.94
141182,11.32,-0.77,0.13,1.01,0.13,1.07,1.02,92.28,11.45,0.01,12.88,0.01,0.01,0.01,0.84,15.35
64502,,,,,,,,,,,,,,,,
90557,6.55,-1.94,0.18,0.5,0.09,0.65,0.9,48.0,13.09,0.01,7.19,0.0,0.01,0.01,0.56,13.01
172376,7.6,1.03,0.13,0.64,0.08,0.81,1.06,72.09,13.12,0.01,9.3,0.01,0.01,0.01,0.67,9.11
196721,10.87,5.55,0.27,0.58,0.18,1.16,1.01,23.85,21.93,0.01,12.28,0.11,0.02,0.01,0.15,16.77
148238,8.49,-4.22,0.13,0.73,0.07,0.92,1.11,86.14,13.38,0.01,10.6,-0.05,0.01,0.01,0.78,8.55
39977,6.57,-5.69,0.13,0.57,0.08,0.81,1.17,74.37,14.57,0.01,8.99,-0.04,0.01,0.01,0.81,9.67
244376,12.88,0.64,0.14,1.12,0.11,1.14,0.97,89.77,11.03,0.01,13.83,-0.01,0.01,0.01,0.81,14.18
217979,5.13,-2.29,0.13,0.33,0.07,0.48,0.72,29.05,13.35,0.01,4.96,-0.01,0.01,0.0,0.3,6.0
173393,5.0,-1.57,0.12,0.48,0.05,0.56,0.99,84.44,11.4,0.01,6.24,0.0,0.01,0.01,0.81,8.05
41165,5.58,-7.12,0.16,0.48,0.06,0.79,1.27,65.57,16.87,0.01,8.39,-0.06,0.01,0.0,0.6,8.3
238148,9.58,-2.36,0.13,0.8,0.07,0.99,1.08,76.97,13.17,0.01,11.61,-0.05,0.01,0.01,0.78,8.55
212003,0.82,0.09,0.03,0.28,0.01,0.18,1.06,95.46,3.2,0.01,2.15,0.0,0.0,0.0,0.88,2.37
243818,7.95,-0.9,0.11,0.64,0.06,0.71,0.87,58.34,11.39,0.01,8.18,-0.02,0.01,0.0,0.53,6.27
67706,1.15,-0.28,0.03,0.34,0.01,0.21,1.06,97.77,3.72,0.01,2.51,-0.0,0.0,0.0,0.95,2.09
237671,22.35,0.65,0.0,2.28,0.19,0.16,0.03,9.32,0.32,0.0,1.98,0.0,0.0,0.01,0.17,1.75
110699,1.24,-0.16,0.03,0.37,0.01,0.21,0.96,97.13,3.39,0.01,2.49,-0.0,0.0,0.0,0.95,2.09
107459,-37.41,-1.4,0.03,-0.83,0.25,-0.1,0.03,0.34,1.53,0.0,-1.17,0.02,0.0,0.01,0.14,3.71
123335,5.96,-0.89,0.07,0.95,0.06,0.71,1.22,97.68,7.56,0.01,8.58,-0.01,0.01,0.01,0.96,8.34
243044,5.37,-1.28,0.12,0.52,0.05,0.61,1.04,87.95,11.66,0.01,6.85,-0.02,0.01,0.0,0.75,6.01
224945,6.15,-5.62,0.16,0.51,0.08,0.73,1.08,64.96,14.42,0.01,7.95,-0.05,0.01,0.01,0.68,10.17
66527,10.15,-1.87,0.11,0.91,0.09,0.99,1.04,91.91,11.62,0.01,11.84,-0.02,0.01,0.01,0.84,10.01
126593,9.81,2.83,0.07,1.4,0.06,0.9,1.0,81.77,6.74,0.01,11.05,-0.01,0.01,0.01,0.89,7.44
111554,,,,,,,,,,,5.41,,,,,6.97
183221,2.08,-4.56,0.13,0.18,0.07,0.3,0.73,31.76,13.1,0.01,2.82,-0.01,0.01,0.0,0.3,6.0
83735,-1.29,1.09,0.06,0.2,-0.0,0.19,-0.67,0.01,4.82,0.02,2.16,-0.0,0.0,0.0,0.01,1.45
137033,6.89,-1.71,0.07,0.55,0.06,0.31,0.34,71.42,4.32,0.01,3.64,-0.02,0.0,0.01,0.67,4.93
214064,5.26,-8.05,0.16,0.47,0.06,0.82,1.38,65.69,18.32,0.01,8.57,-0.06,0.01,0.0,0.6,8.3
85472,0.42,-0.31,0.04,0.14,0.02,0.15,1.0,82.72,3.25,0.01,1.71,0.02,0.0,0.01,0.71,3.71
208655,3.66,-3.85,0.07,0.6,0.05,0.53,1.35,94.85,8.44,0.01,6.22,-0.02,0.01,0.01,0.82,6.14
183725,2.22,1.64,0.03,0.72,0.01,0.32,1.13,92.26,3.46,0.01,3.79,0.0,0.0,0.0,0.88,2.37
243386,5.17,-1.5,0.12,0.51,0.05,0.59,1.03,91.48,11.41,0.01,6.64,-0.01,0.01,0.0,0.83,6.7
194525,1.07,-0.29,0.03,0.32,0.01,0.19,0.84,98.3,2.96,0.01,2.2,-0.01,0.0,0.0,0.97,2.06
95210,8.21,-3.11,0.11,0.72,0.09,0.72,0.87,84.4,10.13,0.01,8.43,-0.02,0.01,0.01,0.84,10.01
72458,9.95,-1.97,0.14,0.85,0.11,0.99,1.05,80.74,12.51,0.01,11.7,-0.01,0.01,0.01,0.81,14.18
164141,13.01,0.98,0.01,0.56,0.03,0.19,0.08,1.6,1.82,0.0,2.34,0.0,0.0,0.0,0.6,1.87
117980,-2.06,-12.16,0.24,0.0,-0.0,0.11,1.3,30.41,23.58,0.01,-1.38,-0.12,0.0,0.0,0.35,-0.05
81962,8.29,1.66,0.13,0.66,0.08,0.83,0.99,65.11,13.0,0.01,9.53,0.01,0.01,0.01,0.67,9.11
112400,5.47,-6.89,0.13,0.5,0.07,0.7,1.16,79.48,13.96,0.01,7.63,-0.05,0.01,0.01,0.78,8.55
137393,10.87,-1.3,0.11,1.0,0.11,1.11,1.11,97.23,12.06,0.01,13.34,-0.01,0.01,0.01,0.92,11.84
51155,5.47,-1.08,0.12,0.5,0.05,0.72,1.2,72.68,14.88,0.01,7.85,-0.02,0.01,0.0,0.75,6.01
229247,5.69,-6.55,0.13,0.54,0.07,0.69,1.13,86.43,13.0,0.01,7.71,-0.05,0.01,0.01,0.78,8.55
83753,-0.3,2.51,0.33,0.14,0.05,0.45,0.18,0.34,29.9,0.0,1.24,0.03,0.01,0.0,0.03,3.41
199673,1.43,0.01,0.03,0.42,0.02,0.22,0.92,96.66,3.22,0.01,2.6,0.0,0.0,0.0,0.9,2.76
72116,5.89,-1.05,0.09,0.94,0.05,0.76,1.34,96.26,8.35,0.01,9.17,-0.02,0.01,0.01,0.87,8.38
43532,1.45,0.54,0.03,0.46,0.01,0.2,0.78,85.19,2.5,0.01,2.43,0.0,0.0,0.0,0.88,2.37
74492,1.94,0.31,0.01,0.52,-0.01,0.21,0.62,85.77,2.33,0.0,2.5,-0.01,0.0,-0.0,0.7,1.11
49319,5.52,-1.16,0.11,0.54,0.06,0.6,0.99,94.05,10.82,0.01,6.78,-0.01,0.01,0.01,0.9,6.62
54035,-0.76,-0.69,0.01,-0.22,0.03,0.08,0.46,79.99,1.55,0.0,0.94,0.0,0.0,0.0,0.6,1.87
96524,-0.76,-3.07,0.05,-0.1,0.03,0.08,0.42,83.61,2.78,0.01,0.97,-0.02,0.0,0.0,0.5,2.79
188180,8.76,1.67,0.11,0.74,0.1,0.75,0.86,75.01,10.49,0.01,8.84,0.03,0.01,0.01,0.73,9.96
240065,-1.57,-1.95,0.03,-0.47,-0.0,0.0,0.85,83.62,2.79,0.01,-0.05,-0.01,0.0,-0.0,0.89,0.98
154322,15.77,3.11,0.11,1.26,0.11,1.32,0.95,78.61,11.49,0.01,16.27,-0.01,0.01,0.01,0.92,11.84
42551,8.21,-3.59,0.11,0.74,0.09,0.82,1.02,87.4,11.64,0.01,9.63,-0.02,0.01,0.01,0.84,10.01
162557,31.71,12.13,0.13,1.05,0.13,1.74,0.62,12.77,18.59,0.01,20.87,0.01,0.01,0.01,0.84,15.35
50507,3.18,-7.41,0.13,0.29,0.08,0.4,0.91,64.96,12.17,0.01,4.19,-0.04,0.01,0.01,0.81,9.67
29717,5.48,-4.11,0.08,0.48,0.08,0.43,0.66,77.64,8.05,0.01,4.91,-0.03,0.0,0.0,0.55,4.36
157103,2.43,1.33,0.04,0.7,0.01,0.38,1.33,95.42,4.7,0.01,4.53,-0.0,0.0,0.0,0.94,2.55
215216,26.04,5.92,0.04,1.52,0.3,0.62,0.24,3.1,3.96,0.0,7.56,0.05,0.01,0.01,0.04,6.97
226061,4.19,7.23,0.09,0.28,-0.05,0.44,0.74,23.76,14.45,0.01,4.39,-0.0,-0.0,-0.0,0.42,-2.14
148850,8.59,-3.59,0.11,0.8,0.11,0.92,1.11,96.14,12.16,0.01,10.84,-0.01,0.01,0.01,0.92,11.84
121328,46.2,7.97,0.03,2.75,0.06,0.78,0.18,3.36,2.86,0.0,9.77,0.03,0.0,0.01,0.29,4.58
108773,6.28,-0.46,0.11,0.61,0.06,0.66,1.0,95.75,10.78,0.01,7.57,-0.01,0.01,0.01,0.9,6.62
246635,10.86,-0.94,0.16,0.82,0.06,1.1,1.07,63.25,14.46,0.01,12.93,-0.06,0.01,0.0,0.6,8.3
149417,15.0,2.96,0.13,1.24,0.13,1.53,1.18,84.2,13.78,0.01,18.94,0.01,0.01,0.01,0.84,15.35
172502,12.56,0.35,0.11,1.1,0.11,1.12,0.98,91.26,10.98,0.01,13.57,-0.01,0.01,0.01,0.92,11.84
73277,8.66,-2.74,0.11,0.77,0.09,0.74,0.86,88.2,9.83,0.01,8.74,-0.02,0.01,0.01,0.84,10.01
216539,5.07,-1.2,0.05,0.82,0.05,0.43,0.75,97.94,4.65,0.01,5.11,-0.01,0.0,0.01,0.88,5.53
203651,5.81,-0.89,0.09,0.9,0.05,0.6,1.02,92.26,6.5,0.01,7.25,-0.02,0.01,0.01,0.87,8.38
58148,7.11,-3.62,0.13,0.62,0.13,0.68,1.05,78.44,12.83,0.01,7.58,0.01,0.01,0.01,0.84,15.35
208673,6,-0.45,0.05,0.89,0.05,0.43,0.65,83.7,4.35,0.01,5.2,-0.01,0.0,0.01,0.88,5.53
69218,1.3,-0.11,0.03,0.38,0.02,0.22,0.97,97.2,3.4,0.01,2.55,0.0,0.0,0.0,0.9,2.76
109889,4.77,-1.88,0.11,0.48,0.05,0.54,1.0,95.21,10.81,0.01,6.06,-0.02,0.01,0.0,0.85,5.92
92879,0.39,-2.19,0.11,0.08,-0.0,0.18,0.78,83.79,10.64,0.01,1.59,-0.01,0.0,0.0,0.74,3.03
213596,14.57,2.52,0.13,1.14,0.13,1.44,1.12,74.35,13.9,0.01,17.56,0.01,0.01,0.01,0.84,15.35
58130,7.88,1.2,0.09,1.08,0.05,0.8,1.08,73.62,7.67,0.01,9.77,-0.02,0.01,0.01,0.87,8.38
136313,14.04,2.12,0.14,1.1,0.11,1.45,1.16,73.7,14.6,0.01,17.65,-0.01,0.01,0.01,0.81,14.18
201041,9.26,2.42,0.11,0.77,0.1,0.88,0.98,73.65,12.04,0.01,10.34,0.03,0.01,0.01,0.73,9.96
152603,3.13,2.71,0.06,0.66,0.05,0.41,1.13,37.47,5.4,0.01,4.82,0.03,0.0,0.01,0.25,5.35
252647,13.66,1.11,0.11,1.2,0.11,1.03,0.83,93.06,9.26,0.01,12.67,-0.01,0.01,0.01,0.92,11.84
26648,2.97,-4.8,0.09,0.44,0.05,0.49,1.4,70.85,10.2,0.01,5.45,-0.02,0.01,0.01,0.87,8.38
80702,5.81,-0.78,0.05,0.92,0.06,0.54,0.89,95.58,5.57,0.01,6.48,-0.0,0.01,0.01,0.94,6.57
246257,9.57,-2.62,0.16,0.82,0.08,1.09,1.2,80.37,14.41,0.01,12.8,-0.05,0.01,0.01,0.68,10.17
86624,6.86,0.1,0.05,1.1,0.06,0.63,0.93,99.14,5.74,0.01,7.7,-0.0,0.01,0.01,0.94,6.57
142640,3.7,-3.7,0.07,0.6,0.05,0.53,1.31,93.9,8.25,0.01,6.13,-0.02,0.01,0.01,0.82,6.14
104822,12.99,0.84,0.13,1.1,0.13,1.24,1.06,84.73,12.4,0.01,15.09,0.01,0.01,0.01,0.84,15.35
108305,,,0.03,,0.0,,,,,0.01,0.0,-0.0,0.0,0.0,0.59,1.65
143711,2.04,0.64,0.03,0.58,0.02,0.29,1.05,94.37,3.74,0.01,3.43,0.0,0.0,0.0,0.9,2.76
170720,12.52,0.88,0.16,0.87,0.12,1.29,1.11,52.8,16.36,0.01,15.15,-0.0,0.01,0.01,0.7,15.88
136448,4.84,-2.28,0.07,0.78,0.05,0.63,1.29,95.3,8.1,0.01,7.54,-0.02,0.01,0.01,0.82,6.14
250469,9.8,-2.15,0.13,0.88,0.13,0.94,1.01,92.47,11.28,0.01,11.2,0.01,0.01,0.01,0.84,15.35
31841,5.53,-0.8,0.05,0.8,0.05,0.43,0.7,79.98,4.83,0.01,5.18,-0.01,0.0,0.01,0.88,5.53
244043,,,0.11,,0.09,,,,,0.01,0.0,-0.02,0.01,0.01,0.84,10.01
246707,,,0.11,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.73,9.96
176615,4.15,-2.79,0.11,0.41,0.06,0.62,1.26,81.99,14.69,0.01,6.52,-0.01,0.01,0.01,0.9,6.62
150884,10.8,-1.08,0.13,0.93,0.13,0.92,0.9,85.52,10.5,0.01,11.04,0.01,0.01,0.01,0.84,15.35
70829,14.58,5.71,0.0,1.18,0.0,0.61,0.42,5.92,5.04,0.0,7.44,0.0,0.0,0.0,0.0,0.0
32570,16.76,9.54,0.18,1.18,0.09,1.98,1.37,52.34,19.01,0.01,24.27,0.0,0.01,0.01,0.56,13.01
70091,-0.17,-0.27,0.01,-0.04,0.03,0.1,0.29,61.67,1.06,0.0,1.24,0.0,0.0,0.0,0.6,1.87
199403,-4.34,-4.51,0.13,-0.24,0.08,-0.25,0.89,76.91,12.81,0.01,-3.72,0.01,0.01,0.01,0.67,9.11
62486,8.89,-2.69,0.11,0.78,0.11,0.8,0.92,85.21,10.65,0.01,9.47,-0.01,0.01,0.01,0.92,11.84
59255,1.41,-0.01,0.04,0.42,0.01,0.24,1.08,98.18,3.75,0.01,2.8,-0.0,0.0,0.0,0.94,2.55
93527,9.87,-0.62,0.11,1.04,0.11,0.93,1.04,98.84,9.81,0.01,,-0.01,0.01,0.01,0.92,
92789,2.38,-4.6,0.07,0.4,0.06,0.34,1.12,94.99,6.99,0.01,3.94,-0.01,0.01,0.01,0.89,7.44
193049,1.3,-0.11,0.03,0.38,0.01,0.21,0.91,95.37,3.22,0.01,2.47,-0.0,0.0,0.0,0.95,2.09
35720,0.11,-0.92,0.02,0.04,-0.02,0.12,0.7,94.39,2.52,0.0,1.37,-0.01,0.0,-0.0,0.76,1.25
183347,1.22,-0.2,0.04,0.36,0.01,0.21,1.02,97.57,3.56,0.01,2.53,-0.0,0.0,0.0,0.95,2.51
140993,5.53,3.18,0.06,0.89,0.05,0.42,0.67,22.8,4.11,0.01,5.01,0.03,0.0,0.01,0.25,5.35
90035,,,0.16,,0.12,,,,,0.01,0.0,-0.0,0.01,0.01,0.7,15.88
90980,5.54,-3.92,0.18,0.48,0.09,1.0,1.56,48.36,22.44,0.01,9.91,0.0,0.01,0.01,0.56,13.01
133973,10.68,3.56,0.13,0.83,0.08,0.95,0.93,65.19,12.18,0.01,11.23,0.01,0.01,0.01,0.67,9.11
203057,,,0.16,,0.08,,,,,0.01,0.0,-0.05,0.01,0.01,0.68,10.17
88406,,,,,,,,,,,0.0,,,,,5.78
189449,0.1,-1.08,0.03,0.04,0.01,0.12,0.83,96.72,2.93,0.01,1.37,-0.0,0.0,0.0,0.95,2.09
243233,10.57,-1.45,0.13,0.88,0.13,1.14,1.15,77.02,14.11,0.01,13.47,0.01,0.01,0.01,0.84,15.35
238814,11.12,-0.86,0.13,0.98,0.13,0.97,0.93,89.81,10.52,0.01,11.61,0.01,0.01,0.01,0.84,15.35
204479,6.46,-0.36,0.09,1.02,0.06,0.86,1.41,95.28,8.84,0.01,10.39,-0.01,0.01,0.01,0.96,10.1
150533,7.34,0.74,0.05,0.77,0.03,0.68,0.92,39.82,8.95,0.01,8.05,-0.02,0.0,0.0,0.5,2.79
166130,6.87,-4.96,0.13,0.63,0.07,0.74,1.04,86.3,12.03,0.01,8.45,-0.05,0.01,0.01,0.78,8.55
154295,7.32,-4.25,0.11,0.66,0.09,0.73,0.97,87.13,11.14,0.01,8.4,-0.02,0.01,0.01,0.84,10.01
76895,3.34,-2.75,0.0,0.29,0.0,0.46,0.98,52.46,14.38,0.0,4.58,0.0,0.0,0.0,0.0,0.0
237653,7.69,0.33,0.0,1.16,0.19,0.14,0.05,20.26,0.32,0.0,1.67,0.0,0.0,0.01,0.17,1.75
58463,0.44,-0.24,0.03,0.14,0.0,0.14,0.84,66.93,3.03,0.01,1.66,-0.0,0.0,0.0,0.59,1.65
143423,-2.08,1.27,0.03,0.32,0.0,0.19,-0.44,19.69,2.84,0.01,2.2,-0.0,0.0,0.0,0.59,1.65
27665,5.52,-7.2,0.16,0.48,0.06,0.78,1.27,65.6,16.88,0.01,8.32,-0.06,0.01,0.0,0.6,8.3
142793,13.48,1.61,0.13,1.07,0.13,1.45,1.21,74.47,15.06,0.01,17.58,0.01,0.01,0.01,0.84,15.35
192779,8.58,-3.36,0.13,0.73,0.07,0.92,1.09,77.84,13.22,0.01,10.64,-0.05,0.01,0.01,0.78,8.55
230156,6.14,-0.79,0.09,0.97,0.06,0.83,1.42,95.18,8.92,0.01,10.02,-0.01,0.01,0.01,0.96,9.92
242117,7.14,0.39,0.07,1.1,0.06,0.73,1.05,92.7,6.71,0.01,8.81,-0.01,0.01,0.01,0.89,7.44
165824,1.0,0.25,0.03,0.34,0.01,0.19,0.97,95.51,2.9,0.01,2.25,0.0,0.0,0.0,0.88,2.37
155096,7.6,-4.5,0.14,0.69,0.11,0.84,1.11,87.74,12.69,0.01,9.71,-0.01,0.01,0.01,0.81,14.18
94931,,,0.05,,0.06,,,,,0.01,0.0,-0.0,0.01,0.01,0.94,6.57
226178,10.63,-1.46,0.11,0.98,0.11,1.02,1.04,97.86,11.22,0.01,12.29,-0.01,0.01,0.01,0.92,11.84
251090,6.42,-5.44,0.13,0.58,0.08,0.71,1.06,82.99,12.46,0.01,8.09,-0.04,0.01,0.01,0.81,9.67
148427,6.58,-4.91,0.11,0.6,0.09,0.67,0.97,87.67,11.06,0.01,7.64,-0.02,0.01,0.01,0.84,10.01
60308,0.1,-0.48,0.03,0.04,-0.0,0.12,0.74,94.91,2.28,0.01,1.36,-0.01,0.0,-0.0,0.89,0.98
43649,15.79,9.26,0.13,1.14,0.06,1.53,1.1,61.12,14.87,0.01,18.63,-0.01,0.01,0.01,0.75,7.52
246410,-0.71,-0.5,0.01,-0.21,-0.03,0.09,0.34,80.68,1.18,0.0,1.05,-0.01,0.0,-0.01,0.67,0.76
198395,7.35,0.58,0.11,0.7,0.06,0.76,1.03,94.73,11.19,0.01,8.87,-0.01,0.01,0.01,0.9,6.62
226259,24.41,6.5,0.03,1.72,0.25,0.67,0.28,4.58,3.83,0.0,8.22,0.02,0.0,0.01,0.14,3.71
205001,0.43,-1.95,0.11,0.08,-0.0,0.17,0.68,84.56,9.23,0.01,1.58,-0.01,0.0,0.0,0.74,3.03
54368,14.24,1.81,0.13,1.24,0.13,1.25,0.99,92.5,11.08,0.01,15.41,0.01,0.01,0.01,0.84,15.35
161963,1.11,0.08,0.01,0.31,0.03,0.13,0.22,67.2,0.84,0.0,1.54,0.0,0.0,0.0,0.6,1.87
198089,-13.91,3.14,0.03,0.96,-0.28,0.36,-0.22,4.21,3.05,-0.0,4.3,0.04,0.0,0.01,0.04,4.71
156329,11.66,-0.5,0.11,1.07,0.11,1.07,1.0,99.99,10.76,0.01,12.98,-0.01,0.01,0.01,0.92,11.84
76292,8.19,-3.82,0.16,0.67,0.06,0.95,1.16,68.03,15.04,0.01,10.76,-0.06,0.01,0.0,0.6,8.3
116621,-2.39,-12.06,0.24,-0.03,-0.0,0.05,1.21,32.76,21.2,0.01,-1.6,-0.12,0.0,0.0,0.35,-0.05
99179,7.76,-1.18,0.18,0.63,0.09,0.86,1.09,58.69,14.32,0.01,9.77,0.0,0.01,0.01,0.56,13.01
43496,5.16,-1.78,0.09,0.8,0.05,0.63,1.22,89.81,7.85,0.01,7.56,-0.02,0.01,0.01,0.87,8.38
40184,7.19,-4.54,0.14,0.66,0.11,0.74,1.01,89.44,11.48,0.01,8.56,-0.01,0.01,0.01,0.81,14.18
225179,0.62,-0.11,0.03,0.22,0.01,0.16,0.99,98.37,2.96,0.01,1.9,0.0,0.0,0.0,0.88,2.37
227357,12.24,5.44,0.17,0.95,0.09,1.17,1.04,67.27,13.42,0.01,14.02,0.03,0.01,0.01,0.49,11.65
201914,11.47,-0.41,0.16,0.91,0.12,1.42,1.35,70.18,17.25,0.01,16.74,-0.0,0.01,0.01,0.7,15.88
90791,,,0.07,,0.05,,,,,0.01,0.0,-0.02,0.01,0.01,0.82,6.14
174932,9.35,-2.64,0.11,0.85,0.09,0.94,1.05,93.15,11.64,0.01,11.08,-0.02,0.01,0.01,0.84,10.01
236033,,,0.13,,0.08,,,,,0.01,0.0,0.01,0.01,0.01,0.67,9.11
94391,-1.45,-2.5,0.03,-0.4,0.01,0.01,0.88,95.66,3.1,0.01,0.02,-0.01,0.0,0.0,0.95,1.9
193427,1.5,-13.82,0.13,0.21,0.08,0.46,1.5,64.38,20.09,0.01,3.54,-0.04,0.01,0.01,0.81,9.67
242873,8.36,1.69,0.13,0.68,0.08,0.84,1.0,68.96,12.73,0.01,9.65,0.01,0.01,0.01,0.67,9.11
88829,9.85,-1.9,0.13,0.81,0.08,0.93,0.98,74.63,12.12,0.01,10.9,-0.04,0.01,0.01,0.81,9.67
71207,14,1.78,0.13,1.17,0.13,1.33,1.07,84.92,12.53,0.01,16.33,0.01,0.01,0.01,0.84,15.35
221012,5.2,-5.99,0.11,0.48,0.09,0.56,0.94,81.99,11.2,0.01,6.21,-0.02,0.01,0.01,0.84,10.01
166607,12.82,4.9,0.11,1.05,0.1,1.03,0.87,76.9,10.53,0.01,12.46,0.03,0.01,0.01,0.73,9.96
231965,5.85,-7.6,0.13,0.54,0.07,0.89,1.41,75.8,17.36,0.01,9.54,-0.05,0.01,0.01,0.78,8.55
216098,12.61,2.09,0.16,0.69,0.06,1.41,1.12,28.51,22.59,0.01,15.47,-0.06,0.01,0.0,0.6,8.3
170144,9.16,-2.75,0.11,0.81,0.09,0.91,1.03,85.84,11.96,0.01,10.76,-0.02,0.01,0.01,0.84,10.01
198071,-8.11,1.17,0.0,1.17,0.19,0.2,-0.13,18.69,0.83,0.0,2.38,0.0,0.0,0.01,0.17,1.75
60065,,,0.08,,0.08,,,,,0.01,0.0,-0.03,0.0,0.0,0.55,4.36
135377,11.11,-0.76,0.11,0.92,0.11,0.91,0.87,79.38,10.46,0.01,10.93,-0.01,0.01,0.01,0.92,11.84
