investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Growth,USD,320290000.0,0.0,3,1996-04-30,40184,Medium,16.53
Blend,USD,135590000.0,2.46,2,1992-07-15,225179,Large,2.58
Blend,USD,263370000.0,1.55,,2003-08-10,227357,Large,13.46
Growth,USD,790820000.0,0.0,3,2005-09-14,201914,Small,13.44
Growth,USD,15710000.0,1.39,0,2018-01-17,90791,Large,7.33
Blend,USD,23870000.0,1.78,4,2013-09-17,174932,Large,12.42
Blend,USD,6420000.0,0.11,,2017-02-23,236033,Medium,10.33
Blend,USD,53310000.0,0.58,,1995-01-11,94391,Large,2.26
Blend,USD,4210000.0,0.0,1,2002-03-31,193427,Medium,14.67
Blend,USD,86960000000.0,2.41,3,1994-05-03,242873,Large,11.3
Blend,USD,964110000.0,0.35,3,1981-12-17,88829,Medium,15.12
Growth,USD,272650000.0,0.0,4,2011-03-06,71207,Large,16.87
Value,USD,232990000.0,1.46,1,2017-04-03,221012,Medium,9.15
Growth,USD,380800000.0,0.0,4,2005-03-31,166607,Large,14.71
Value,USD,82380000.0,0.52,1,2000-10-30,231965,Medium,15.89
Value,USD,19310000.0,1.8,3,2005-12-15,216098,Small,6.9
Blend,USD,54640000.0,1.04,3,2015-12-14,170144,Large,13.72
,USD,18730000000.0,2.4,4,1996-01-31,198071,,1.0
Blend,USD,13340000.0,1.19,0,2017-10-03,60065,Medium,-0.5
Growth,USD,1390000000.0,1.66,,2005-12-29,135377,Large,12.91
Growth,USD,403230000.0,0.18,3,2006-06-26,85517,Large,11.51
Growth,USD,244690000.0,3.76,,2017-07-31,161684,Medium,3.22
Value,USD,379310000.0,3.9,3,2017-04-09,30563,Small,5.14
Growth,USD,9470000000.0,0.97,4,2015-03-26,131219,Large,13.33
Value,USD,10180000000.0,2.82,,2005-03-29,226232,Large,11.03
Blend,USD,35520000.0,1.62,2,2012-09-27,67535,Medium,12.96
,USD,10200000.0,1.21,0,2015-10-04,67607,,0.94
Growth,USD,2580000000.0,0.0,,2005-02-28,55664,Medium,21.78
,USD,23570000.0,4.02,0,2017-07-26,44144,,7.94
Blend,USD,83960000.0,2.11,3,2014-12-14,229967,Large,10.25
Blend,USD,370970000.0,2.6,3,2015-12-13,30302,Large,9.51
Growth,USD,21080000.0,0.76,4,2008-12-17,187046,Large,13.69
Blend,USD,359600000.0,1.05,3,2016-05-30,110960,Small,12.52
,USD,33840000000.0,6.81,3,1995-04-30,230507,,1.8
Growth,USD,7210000000.0,1.13,,2012-05-31,156482,Large,17.71
Blend,USD,17660000.0,1.92,,1998-07-09,182114,Large,8.37
Growth,USD,170010000.0,0.0,4,2006-08-30,218654,Medium,18.37
Blend,USD,94790000.0,1.99,,2014-11-30,27728,Large,12.36
,USD,99760000.0,4.97,,2016-03-31,253664,,3.21
Blend,USD,189630000.0,1.81,3,2015-02-10,202355,Large,11.74
Blend,USD,2690000000.0,2.7,3,2004-08-30,38528,Large,8.12
Growth,USD,42690000000.0,0.0,4,2002-02-18,61568,Medium,15.44
Blend,USD,838000000.0,3.05,,2011-06-29,43883,Large,10.34
Value,USD,51620000.0,2.42,2,2007-06-24,103679,Large,10.51
Blend,USD,138910000.0,3.58,4,2016-03-31,161261,Medium,2.76
Blend,USD,1720000000.0,1.55,4,2007-04-01,218744,Small,13.64
,USD,882590000.0,9.46,4,2010-08-02,72656,,4.19
Blend,USD,90080000000.0,1.46,5,1997-07-06,246230,Medium,16.2
Growth,USD,629410000.0,0.69,3,1997-03-31,67562,Large,12.85
Blend,USD,1120000000.0,0.06,5,2007-05-13,234314,Medium,15.26
Blend,USD,92590000.0,3.38,4,1995-03-01,70613,Medium,2.72
Blend,USD,4130000000.0,1.27,,2017-02-28,57752,Medium,14.39
Growth,USD,31070000.0,0.0,1,2014-01-02,114353,Large,9.34
Blend,USD,410470000.0,3.34,1,1999-11-07,250334,Large,7.01
Blend,USD,1480000000.0,3.0,4,1985-04-02,94400,Large,2.55
Value,USD,42690000.0,1.47,4,2016-03-17,201923,Medium,4.42
Blend,USD,10880000.0,2.87,3,2013-08-29,50048,Large,6.15
Growth,USD,1480000000.0,3.55,3,2015-06-29,46628,Large,11.09
Blend,USD,205840000.0,2.75,4,2013-09-02,68570,Medium,2.43
Blend,USD,2890000000.0,1.66,2,2014-08-28,205244,Large,9.29
Value,USD,553830000.0,2.51,4,2008-09-25,211175,Medium,1.93
Blend,USD,1330000000.0,3.55,3,2016-12-05,176075,Large,10.07
Blend,USD,1020000000.0,3.31,4,2015-11-22,96389,Large,13.29
Blend,USD,19910000.0,0.93,4,2015-12-21,106622,Large,11.01
Blend,USD,4580000000.0,3.45,3,2017-10-31,128429,Large,10.24
Growth,USD,2160000000.0,0.0,3,1997-08-14,100844,Large,14.14
Blend,USD,1830000000.0,3.53,,2009-05-20,136376,Medium,4.19
Blend,USD,1290000000.0,3.21,4,2013-03-18,56447,Medium,2.48
Blend,USD,401390000.0,0.0,3,1999-08-04,215486,Small,12.33
Blend,USD,198030000.0,1.64,2,2005-04-28,51389,Large,6.8
Blend,USD,891570000.0,0.45,3,2001-07-10,156284,Large,10.34
Blend,USD,975190000.0,1.64,2,2001-02-28,170063,Large,12.24
Blend,USD,10280000.0,1.93,2,2015-12-20,243458,Large,6.74
Value,USD,31050000000.0,1.69,4,2008-05-08,87785,Medium,10.45
Blend,USD,4750000000.0,2.01,,2015-06-23,82709,Large,8.81
Blend,USD,3350000000.0,2.41,3,1996-12-09,177830,Large,5.65
Value,USD,493160000.0,0.34,1,1999-12-14,104939,Large,11.8
Value,USD,2540000000.0,5.45,4,2012-09-03,97217,Small,4.57
Value,USD,334200000.0,5.59,3,2005-12-27,99764,Small,6.1
Blend,USD,42900000.0,0.29,,2012-09-25,102014,Large,3.18
Value,USD,37050000.0,0.0,2,2007-10-15,239813,Large,9.28
Blend,USD,1280000000.0,0.29,2,1997-07-17,104318,Medium,14.66
Blend,USD,2170000000.0,4.42,5,2015-06-29,140156,Small,4.9
,USD,528390000.0,2.84,3,2010-04-11,36035,,11.38
Value,USD,1950000000.0,1.5,3,2016-11-29,176642,Large,12.8
Growth,USD,320290000.0,0.0,2,1996-04-30,40148,Medium,16.22
Value,USD,450550000.0,3.39,3,1998-05-17,45206,Large,2.05
Blend,USD,964590000.0,2.05,3,2007-09-27,37790,Medium,15.65
Blend,USD,380460000.0,2.08,2,1995-06-04,91592,Large,16.87
Blend,USD,581920.0,2.89,,2017-12-28,191177,Large,6.4
Blend,USD,398530000.0,1.76,5,2015-04-29,163430,Small,3.55
Growth,USD,27980000.0,5.79,0,2017-12-11,184184,Small,7.32
,USD,14720000.0,6.84,2,2015-06-29,142046,,4.66
Blend,USD,1840000000.0,2.15,5,2009-09-29,234179,Large,11.81
Growth,USD,4190000000.0,1.15,5,2013-06-30,67238,Large,12.1
Blend,USD,10710000000.0,1.7,4,2004-02-04,244016,Large,8.16
Growth,USD,122650000.0,0.0,1,2017-05-30,49553,Small,15.27
Blend,USD,144670000.0,2.68,2,2008-10-26,236465,Medium,14.49
Blend,USD,52040000.0,1.0,1,2006-04-24,42911,Large,5.14
Blend,USD,1940000000.0,1.3,,2008-09-07,126602,Large,10.53
Blend,USD,353770000.0,1.07,3,2006-12-20,43478,Large,6.78
Value,USD,9170000000.0,2.82,4,1996-12-15,189233,Medium,2.5
Growth,USD,410670000.0,0.0,1,2010-02-28,239255,Medium,14.45
,USD,12740000.0,2.36,4,2011-01-31,111284,,3.06
Growth,USD,442190000.0,1.26,,2018-02-15,158930,Large,12.28
Growth,USD,423660000.0,0.0,,2005-02-27,172655,Small,13.45
Blend,USD,41760000.0,1.33,2,2010-09-26,208637,Large,11.96
Blend,USD,118240000.0,2.56,3,2014-03-31,162530,Large,12.51
Value,USD,1290000000.0,0.07,3,2003-06-01,211886,Small,7.42
Value,USD,1280000000.0,3.73,2,2011-05-01,170873,Small,3.85
Blend,USD,83590000.0,0.92,2,2000-12-28,222722,Large,7.42
Value,USD,102950000.0,3.97,1,2005-02-27,172610,Small,6.1
Blend,USD,626620000.0,0.43,2,2013-06-30,68012,Small,14.34
Blend,USD,2000000000.0,2.94,3,1984-07-08,80846,Medium,2.97
Blend,USD,58430000.0,1.26,4,2011-12-14,137843,Large,12.33
Value,USD,3590000000.0,3.17,,2006-07-02,79253,Large,8.24
Value,USD,271450000.0,1.23,,2015-04-29,164789,Medium,14.74
Blend,USD,5990000.0,1.28,,2016-06-30,118088,Large,10.26
Growth,USD,17610000.0,0.69,0,2016-05-26,158066,Large,14.62
Growth,USD,1870000000.0,0.02,5,1996-09-30,203273,Medium,21.86
,USD,3870000000.0,2.38,,2008-07-30,200132,,1.93
Blend,USD,13760000000.0,1.15,4,1993-08-30,219230,Large,7.86
Blend,USD,3350000000.0,1.86,2,1997-06-30,176840,Large,5.54
Growth,USD,1590000000.0,2.87,2,2004-12-28,182321,Medium,2.99
Growth,USD,3650000000.0,0.0,,2016-03-28,186938,Large,17.56
Blend,USD,271790000.0,2.28,,2014-03-31,162728,Large,9.1
Value,USD,15840000.0,1.24,3,1996-02-29,57743,Large,1.26
Blend,USD,211170000.0,2.54,,1997-11-06,204902,Large,4.34
Value,USD,7790000.0,0.0,0,2014-09-17,212939,Medium,-14.5
Value,USD,1660000000.0,4.05,4,2015-07-30,103616,Large,9.24
Blend,USD,101610000.0,0.0,1,2012-11-07,57194,Small,14.23
Growth,USD,2600000000.0,0.7,5,2006-01-31,142838,Large,11.69
Value,USD,263420000.0,1.64,3,2011-08-31,128798,Large,7.49
,USD,370130000.0,0.85,2,2007-03-29,103625,,14.91
Growth,USD,261270000.0,0.0,1,2000-02-29,124109,Large,14.01
Blend,USD,1130000000.0,2.38,4,2008-05-29,37835,Large,11.47
Blend,USD,114630000.0,0.39,2,2014-03-31,159623,Small,11.9
Growth,USD,434770000.0,0.15,4,2000-12-28,196109,Large,18.22
Blend,USD,408280000.0,2.12,2,2003-11-27,175328,Medium,3.44
Blend,USD,2320000000.0,1.64,3,2007-09-27,139769,Large,11.96
Growth,USD,263100000.0,2.04,1,2006-01-22,56222,Large,12.8
Blend,USD,5480000.0,1.72,5,2015-11-29,249407,Large,7.11
Blend,USD,611440000.0,1.39,3,2008-03-09,123155,Large,11.36
Blend,USD,1810000000.0,3.78,,2012-07-01,189539,Medium,3.63
Growth,USD,332950000.0,0.0,4,1986-11-16,240380,Small,16.65
Blend,USD,25580000.0,0.0,,2013-05-09,142118,Medium,7.81
Value,USD,,,4,1993-09-30,179414,Large,
Blend,USD,1120000000.0,3.18,3,2000-08-30,141425,Large,2.97
Growth,USD,1900000000.0,0.0,4,2009-02-26,124091,Large,15.81
Growth,USD,12060000000.0,0.0,4,2003-11-27,71063,Medium,15.81
Growth,USD,8960000.0,0.0,2,2004-02-26,231443,Medium,4.42
Blend,USD,162720000.0,0.58,,2015-09-14,48887,Small,16.81
Growth,USD,550350000.0,0.0,,2006-12-21,119249,Medium,22.62
Blend,USD,861950000.0,2.69,3,2012-02-29,132011,Large,8.47
Value,USD,1550000000.0,2.43,3,2005-03-31,161981,Medium,1.86
Blend,USD,44280000.0,1.47,,2011-05-01,83060,Medium,14.91
Value,USD,6890000.0,2.91,3,2016-01-28,106163,Large,5.39
Growth,USD,1130000000.0,0.04,3,2007-05-01,79892,Small,15.95
Blend,USD,323740000.0,0.4,3,1998-01-01,96956,Large,11.73
Blend,USD,314660000.0,3.21,4,2006-10-29,131867,Large,7.68
Blend,USD,319570000.0,0.62,4,2000-04-03,200366,Large,13.32
Blend,USD,15870000.0,0.34,2,2012-09-25,58157,Large,6.59
Blend,USD,5270000000.0,5.57,3,2017-01-02,195209,Small,6.44
Blend,USD,3540000000.0,2.19,5,2013-12-11,245303,Large,10.24
Value,USD,5540000000.0,4.64,2,2002-08-29,179864,Small,3.64
Value,USD,1590000000.0,2.48,2,2013-07-25,36926,Medium,1.9
Growth,USD,7210000.0,0.0,0,2017-01-30,215927,Large,14.36
Growth,USD,5380000000.0,0.0,4,1995-10-01,194246,Large,16.89
Blend,USD,439310000.0,3.56,2,2005-09-06,92708,Medium,6.27
Value,USD,426610000.0,4.34,2,2016-09-08,134666,Large,7.88
Growth,USD,121430000.0,0.0,3,2007-03-28,201941,Large,17.09
Value,USD,261170000.0,2.68,2,2011-12-13,195605,Large,7.02
Blend,USD,71450000.0,2.8,4,2014-05-29,47087,Large,7.37
Growth,USD,1130000000.0,2.97,,2000-07-30,143567,Small,5.5
Blend,USD,835020000.0,0.44,3,2006-12-20,43334,Large,8.96
,USD,1600000000.0,0.56,3,2008-02-28,185714,,-0.61
Value,USD,551800000.0,2.17,2,2013-01-03,229688,Large,11.31
Blend,USD,33120000.0,2.88,,2008-12-28,39437,Large,11.06
Value,USD,1860000000.0,2.45,3,2015-12-03,229121,Medium,1.44
,USD,958920000.0,3.92,,2003-09-29,109214,,3.66
Growth,USD,26890000000.0,0.1,,1987-12-30,79280,Large,16.43
Value,USD,59580000.0,5.87,4,2012-08-07,188297,Small,6.75
Blend,USD,1190000000.0,3.89,4,2016-09-29,81107,Small,5.59
Blend,USD,2940000000.0,3.4,5,1998-03-22,189719,Medium,3.68
Value,USD,24720000.0,1.85,3,1988-04-12,36737,Medium,4.49
,USD,51080000.0,0.06,4,2014-12-14,216017,,1.49
Blend,USD,9070000.0,3.37,2,2011-06-29,185318,Large,5.26
Blend,USD,355290000.0,1.98,1,2014-02-09,171467,Medium,2.18
Value,USD,595080000.0,5.39,3,2015-03-04,119591,Large,10.91
Blend,USD,211170000.0,2.59,3,2003-03-02,204884,Large,4.36
Blend,USD,384700000.0,0.0,4,2004-04-29,40265,Medium,16.27
Blend,USD,1940000000.0,1.44,3,2008-09-07,126584,Large,10.59
Value,USD,2120000000.0,6.48,2,2002-12-30,96920,Medium,10.34
Growth,USD,512700000.0,0.0,3,2006-09-28,192500,Large,23.5
Blend,USD,1480000000.0,2.21,4,2004-03-03,27755,Large,8.62
Growth,USD,265080000.0,0.0,,2005-02-28,41489,Large,10.83
,USD,1730000000.0,1.25,5,2005-06-29,201221,,12.18
Blend,USD,36720000.0,0.0,0,2017-01-30,75194,Large,14.85
Growth,USD,159900000.0,3.12,4,2014-02-27,182654,Small,11.86
Growth,USD,573720000.0,1.96,2,2005-04-04,178523,Large,5.7
Growth,USD,4830000000.0,0.0,5,2006-06-27,201194,Medium,22.2
Value,USD,3330000000.0,2.29,,2005-03-31,160082,Large,12.23
Blend,USD,904400000.0,2.23,4,2007-11-29,102824,Large,8.45
Growth,USD,400400000.0,0.0,,1996-09-02,80486,Large,15.15
Growth,USD,1340000000.0,0.0,5,2010-03-30,156905,Large,22.3
Value,USD,1670000000.0,1.09,,2015-11-29,52739,Large,5.29
Blend,USD,486570000.0,0.07,,2002-11-26,68165,Medium,12.92
Growth,USD,3510000000.0,0.27,3,2012-05-17,206945,Large,13.1
Growth,USD,11740000.0,0.0,4,2004-06-28,102617,Large,19.23
Value,USD,209850000.0,0.29,,2010-01-31,223019,Small,12.4
Blend,USD,203390000.0,3.04,5,2016-11-02,245906,Medium,15.35
Blend,USD,3440000000.0,1.83,,2006-10-23,95309,Large,2.02
Growth,USD,715390000.0,0.07,2,2013-01-17,138689,Large,14.26
Growth,USD,53720000.0,0.0,5,2013-10-03,218870,Large,17.32
Growth,USD,47160000.0,0.0,,2011-07-28,73817,Medium,15.45
Growth,USD,104180000.0,1.08,2,2011-08-18,51884,Medium,6.69
Blend,USD,199780000.0,0.84,2,2005-12-29,136439,Large,5.44
Blend,USD,278120000.0,2.55,5,2016-08-28,142244,Large,12.04
Value,USD,115400000.0,1.18,0,2017-04-04,97397,Medium,9.04
Blend,USD,35740000.0,0.0,1,2004-02-02,237770,Medium,9.17
Value,USD,559050000.0,3.2,2,2008-12-22,199763,Medium,3.04
,USD,17260000.0,0.0,1,1996-02-29,35171,,16.08
Value,USD,13820000.0,0.0,3,2002-04-30,30950,Medium,0.12
Growth,USD,85710000000.0,0.98,4,1973-03-12,35999,Large,13.91
Blend,USD,828000000.0,0.02,3,2010-10-11,75797,Large,12.31
Growth,USD,230610000.0,2.57,4,2015-12-03,234017,Large,7.24
Growth,USD,629410000.0,0.0,2,2008-09-14,64907,Large,12.62
Blend,USD,5190000.0,0.0,3,2014-01-30,211742,Medium,11.57
Blend,USD,757740000.0,2.66,,2017-11-19,61298,Large,11.23
Value,USD,60520000.0,0.32,2,2005-07-26,151532,Large,9.9
Blend,USD,1220000000.0,1.38,4,1998-11-03,250199,Large,13.54
Growth,USD,1080000000.0,0.85,2,2011-12-27,88721,Large,11.41
Blend,USD,608090000.0,1.53,,2010-04-29,115487,Large,10.71
Growth,USD,368540000.0,0.0,2,2003-01-20,189044,Medium,9.87
Blend,USD,8160000000.0,1.97,3,2008-11-02,136340,Large,9.63
Value,USD,2790000000.0,3.36,4,2012-11-07,53729,Large,12.63
Growth,USD,470140000.0,0.22,4,2017-02-28,33929,Large,15.84
Value,USD,1530000000.0,0.92,3,2008-11-02,132749,Large,12.28
Blend,USD,131750000.0,3.25,3,2011-02-27,129608,Large,10.21
Blend,USD,79850000.0,0.87,5,2015-11-15,205631,Large,17.13
Value,USD,11030000000.0,2.08,,1998-06-07,81629,Large,10.25
Blend,USD,107630000.0,2.65,,2004-10-31,196811,Large,4.49
Blend,USD,659350000.0,2.07,3,2015-12-17,224450,Large,9.78
Blend,USD,1860000000.0,0.63,2,1994-01-02,154358,Large,7.37
Blend,USD,318990000.0,1.43,,1999-08-04,215153,Small,9.69
Blend,USD,1030000000.0,1.73,4,1998-11-01,103265,Large,13.55
Blend,USD,540060000.0,1.98,,2003-12-30,143252,Large,9.54
Growth,USD,571390000.0,0.06,4,2008-03-30,41597,Medium,13.36
Blend,USD,17860000.0,2.79,1,2013-12-10,49049,Medium,16.47
Value,USD,1850000.0,2.4,,2000-06-18,228941,Large,19.51
Value,USD,275200000.0,2.55,3,2009-03-31,238319,Medium,2.08
Blend,USD,935130000.0,0.25,2,2015-12-28,216899,Small,13.47
Growth,USD,669040000.0,1.9,5,2016-03-22,231362,Large,9.19
Value,USD,83690000.0,2.13,2,1993-06-24,36125,Medium,2.29
Growth,USD,138800000.0,0.0,3,2017-03-09,238256,Small,14.63
Value,USD,131810000.0,0.24,2,1999-02-25,216035,Small,15.46
,USD,3350000000.0,3.34,4,2009-12-20,164942,,2.86
Value,USD,37850000.0,0.41,4,1998-03-31,213065,Medium,12.15
Blend,USD,895610000.0,2.62,1,2017-10-15,116180,Medium,4.36
Growth,USD,8410000000.0,3.5,2,2002-07-30,71774,Large,11.74
Value,USD,5030000000.0,2.39,,2012-05-17,209573,Large,6.91
Blend,USD,19670000000.0,1.59,5,2007-01-31,205622,Large,7.83
Blend,USD,76470000.0,4.0,,1993-12-30,216296,Small,6.43
Value,USD,1620000000.0,1.57,2,1997-11-02,82097,Large,11.36
Growth,USD,1080000000.0,0.02,4,2012-10-30,120491,Medium,17.41
Value,USD,1590000000.0,1.1,2,2017-03-16,166355,Medium,10.5
Blend,USD,15000000.0,0.0,0,2010-10-28,214775,Large,26.96
Value,USD,204210000.0,0.72,2,2011-02-28,156194,Medium,11.58
Blend,USD,44880000.0,4.25,4,1989-09-04,27215,Large,7.53
Blend,USD,2840000000.0,1.07,2,1980-04-29,176507,Large,12.7
Growth,USD,4780000000.0,0.51,4,2005-09-26,177875,Large,11.58
Blend,USD,148060000.0,2.12,2,1992-08-09,160910,Medium,2.73
Blend,USD,105760000.0,2.84,4,2017-02-28,61559,Medium,2.46
Blend,USD,626620000.0,0.0,,2008-12-16,67787,Small,14.07
Growth,USD,1150000000.0,0.0,2,2011-09-29,27989,Large,15.91
Growth,USD,2300000000.0,0.0,3,2009-09-24,221840,Large,17.65
Blend,USD,9430000.0,0.16,0,2013-12-18,155024,Medium,-0.1
Blend,USD,12710000.0,1.09,,2015-02-08,246500,Large,11.6
Blend,USD,670840000.0,0.88,,2007-12-19,80621,Small,13.59
Blend,USD,2790000000.0,1.93,5,2009-09-29,234269,Large,11.12
Blend,USD,65560000.0,2.48,3,2005-05-01,197153,Large,10.76
Blend,USD,111780000.0,1.97,3,2008-05-07,88595,Medium,6.61
Blend,USD,700660000.0,1.22,4,2011-10-31,93869,Large,10.35
Blend,USD,227210000.0,2.32,4,2016-10-23,109547,Medium,3.38
Blend,USD,136900000.0,0.18,3,2017-04-30,246239,Small,15.14
Growth,USD,583420000.0,0.22,4,1986-06-29,79415,Large,15.52
Blend,USD,13000000.0,2.07,3,2004-06-29,207107,Large,12.92
Blend,USD,6640000000.0,3.96,3,2011-04-18,243827,Large,13.34
Value,USD,10400000.0,5.28,2,2014-05-26,47249,Small,7.55
Value,USD,304980000.0,2.29,,2010-05-27,113507,Large,8.59
,USD,136920000.0,3.25,3,2011-11-29,69380,,3.3
Blend,USD,58710000.0,2.17,2,2015-03-01,228599,Large,10.15
Growth,USD,431700000.0,1.11,2,2008-02-28,147356,Large,12.71
Blend,USD,132040000.0,1.52,0,2016-05-25,179162,Large,12.37
,USD,24970000.0,0.0,0,2014-04-29,98009,,5.32
Growth,USD,27590000.0,4.42,2,2012-09-19,55754,Large,5.88
Growth,USD,1970000000.0,0.57,3,2008-08-03,146861,Medium,16.83
Blend,USD,140180000000.0,1.13,4,2001-03-14,42497,Large,7.68
,USD,138930000.0,2.48,3,1990-12-09,218033,,2.01
Blend,USD,73380000.0,0.0,,2007-06-27,37979,Small,15.94
Value,USD,4850000000.0,4.1,,2002-01-01,87128,Small,4.66
Growth,USD,10720000000.0,0.92,5,2014-02-20,78911,Large,11.26
Value,USD,2510000000.0,0.21,2,2001-03-27,38447,Medium,11.98
Value,USD,811960000.0,1.9,3,2015-06-04,190511,Large,11.33
Blend,USD,45530000.0,1.42,1,2012-02-28,186848,Large,8.23
Growth,USD,62150000.0,0.67,,2011-08-18,55187,Medium,8.47
Blend,USD,132040000.0,2.06,0,2016-05-25,179153,Large,12.58
Growth,USD,263830000.0,2.46,3,2004-06-28,100052,Large,11.04
Blend,USD,3240000000.0,2.56,2,1993-03-31,28070,Medium,3.15
Growth,USD,5450000000.0,0.75,5,2001-09-09,128573,Large,16.41
Growth,USD,46360000.0,0.0,4,2011-12-15,101195,Medium,14.75
Growth,USD,8220000.0,1.26,2,1998-05-10,96182,Small,10.19
Blend,USD,425430000.0,2.3,2,2007-11-29,106811,Large,10.01
Growth,USD,885970000.0,0.21,,1997-08-14,104489,Large,14.86
Growth,USD,10980000000.0,0.69,,1998-11-16,177578,Large,16.92
Value,USD,9700000.0,3.26,2,2013-12-18,157517,Medium,-5.33
Growth,USD,221400000.0,1.08,4,2009-09-30,72926,Large,6.11
Blend,USD,8210000000.0,2.37,,2001-08-02,233972,Medium,3.38
Growth,USD,324490000.0,1.69,2,2013-02-28,192257,Large,13.03
Blend,USD,218570000.0,0.63,,2011-11-29,39689,Large,11.09
Blend,USD,22010000.0,2.54,4,1994-06-05,221111,Large,2.14
Blend,USD,1470000000.0,2.36,3,2006-07-27,232442,Large,12.47
Value,USD,25290000.0,2.87,1,2012-06-21,159578,Medium,0.11
Blend,USD,1910000000.0,2.87,3,2011-09-07,93302,Medium,15.72
Blend,USD,105670000.0,2.15,,2017-11-19,60425,Large,2.85
Blend,USD,409730000.0,3.15,4,1984-10-30,164258,Medium,2.63
Blend,USD,6990000000.0,5.62,,2017-04-02,60209,Medium,6.9
Growth,USD,26470000000.0,0.0,3,2003-07-30,89549,Large,15.26
Growth,USD,559730000.0,0.0,1,2004-10-31,192104,Large,17.02
Blend,USD,693770000.0,2.31,4,2013-06-30,69155,Medium,14.56
Growth,USD,85710000000.0,0.69,,2002-02-28,58544,Large,13.82
Value,USD,14910000000.0,1.05,3,2008-12-21,137735,Large,9.28
Value,USD,136500000.0,0.96,3,2010-03-07,169586,Medium,15.23
Blend,USD,1010000000.0,1.52,1,2001-08-15,90197,Large,2.07
Value,USD,56190000.0,2.64,2,2011-07-04,31166,Small,-1.02
Growth,USD,1480000000.0,0.19,3,2009-09-29,236456,Medium,21.89
Growth,USD,2070000000.0,0.65,,2015-06-15,128528,Large,13.69
Blend,USD,367060000.0,4.12,3,2003-03-04,209285,Large,5.47
Value,USD,504070000.0,6.24,,2011-09-29,114164,Small,4.43
Value,USD,267950000.0,0.54,2,2017-03-16,238031,Small,13.73
Blend,USD,6840000000.0,1.86,4,1992-03-26,35396,Medium,3.02
Blend,USD,10760000.0,1.21,3,2013-10-30,141335,Medium,15.17
Blend,USD,73380000.0,0.0,4,2017-09-28,38330,Small,15.97
Blend,USD,1180000000.0,1.59,5,2007-12-19,88622,Medium,15.3
Blend,USD,5230000.0,0.68,5,2015-11-29,253061,Large,10.69
Growth,USD,2640000000.0,0.0,4,2006-08-30,250001,Medium,23.22
Growth,USD,1540000000.0,2.13,3,2008-02-28,147581,Large,9.46
Value,USD,233950000.0,1.44,5,2008-11-06,160487,Large,10.59
Growth,USD,98200000.0,0.0,2,2004-04-29,208997,Large,17.35
Value,USD,4940000000.0,2.5,,2008-05-08,82439,Large,11.58
Value,USD,3010000000.0,2.68,5,2018-01-24,157373,Medium,2.36
Blend,USD,3480000000.0,0.0,,2009-06-01,27593,Large,8.29
Blend,USD,100330000.0,1.88,,2013-10-30,55547,Medium,3.05
Growth,USD,3140000000.0,0.5,,1996-02-29,197918,Medium,16.03
Blend,USD,1370000000.0,0.31,2,2006-04-30,99539,Medium,13.47
Blend,USD,11840000.0,3.13,1,2008-03-30,185012,Large,6.31
Growth,USD,83800000.0,0.0,3,2008-12-17,187451,Large,19.15
Value,USD,958950000.0,2.57,4,2012-04-15,238454,Medium,1.02
Blend,USD,53710000.0,2.84,4,1993-12-12,76400,Medium,2.61
Value,USD,67700000.0,0.0,2,2006-12-20,227042,Medium,15.46
,USD,958920000.0,4.85,5,2011-04-28,109232,,3.91
Value,USD,11650000000.0,1.99,3,2012-09-23,117161,Large,12.01
Value,USD,333010000.0,0.48,3,1994-02-03,92339,Medium,12.35
Growth,USD,98640000000.0,1.76,4,2008-07-31,85814,Large,12.02
Growth,USD,3100000000.0,0.09,4,2014-03-31,150254,Large,15.98
,USD,549020000.0,0.88,2,2010-06-29,205064,,6.5
Value,USD,39510000.0,3.17,3,2015-07-07,50777,Large,2.18
Growth,USD,124990000.0,0.45,3,2004-12-30,159830,Large,14.45
Value,USD,487660000.0,4.21,2,2002-09-29,166499,Small,5.94
Blend,USD,3690000000.0,0.57,4,2012-04-30,226196,Large,13.41
Value,USD,11090000.0,1.35,1,2001-09-03,46538,Large,13.1
Growth,USD,726620000.0,0.0,,2003-06-29,250055,Medium,22.73
Value,USD,11240000000.0,3.45,2,2012-12-10,97163,Large,5.47
Blend,USD,681780000.0,2.72,,1997-06-24,56168,Large,8.67
Growth,USD,2990000000.0,1.16,,2007-10-08,91934,Large,9.11
Value,USD,8020000000.0,0.0,3,2007-07-30,250505,Medium,15.71
,USD,113070000.0,2.01,2,2008-02-27,155411,,2.41
Blend,USD,10780000.0,2.53,0,2016-12-12,183752,Large,6.63
Blend,USD,1040000000.0,0.77,,2012-10-18,42902,Small,12.49
Value,USD,47580000.0,4.15,4,2013-06-30,117638,Large,10.55
Value,USD,13200000.0,5.29,0,2018-02-11,179072,Small,8.02
Growth,USD,1450000000.0,0.17,5,2014-11-11,246266,Medium,21.41
Value,USD,10300000.0,4.25,1,2010-06-30,55871,Small,6.05
Blend,USD,994160000.0,0.75,2,2007-05-01,77840,Large,13.3
Value,USD,257180000.0,2.42,2,2002-11-25,179891,Large,10.35
Value,USD,80940000.0,0.0,2,2006-10-31,177353,Small,9.85
Blend,USD,896800000.0,2.84,,1984-08-15,179018,Small,4.6
Blend,USD,458000000.0,0.0,2,2013-02-11,126116,Medium,0.98
