10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,fund_id,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category
0.96,1.12,0.14,97.75,7.84,0.01,0.95,9.25,46d70519-d1ff-4aca-bf44-302e463ac225,0.01,0.09,9.28,-0.0,0.01,0.08,0.77,8.81
0.75,,,,,0.01,,,cd1a8a62-8ef1-4a4f-b865-243a8cc66b02,0.01,0.14,0.0,0.04,0.01,0.17,,12.77
0.54,,,,,0.01,,,ec53b739-e1f3-4170-887c-eaf46bae02b7,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.71,,,,,0.01,,,6c57c9d2-af72-4d7f-9bc6-10dfd2960cb7,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.94,0.66,1.41,90.68,14.86,0.01,0.9,10.08,3009b180-7e73-489c-86de-b5b83a6cc966,0.01,0.08,9.51,-0.0,0.01,0.16,0.85,8.43
0.97,0.98,-1.34,97.48,11.06,0.01,1.34,7.99,788aad30-341d-4e37-92e5-946a8885f394,0.01,0.08,11.19,-0.02,0.01,0.12,0.94,11.53
0.92,,,,,0.01,,,c3ddb75f-908f-45d4-a959-27de7e122936,0.01,0.09,0.0,-0.0,0.01,0.09,,9.98
0.91,0.9,-0.94,91.49,5.05,0.01,1.3,3.5,112ac776-d98d-4e39-973e-aa4ecdfaeaf0,0.0,0.04,4.99,-0.0,0.01,0.05,0.42,5.69
0.39,1.55,0.9,38.44,1.07,0.01,0.24,7.21,32deaa65-0a4a-405b-8fce-3042d0d1894b,0.0,0.04,2.14,0.01,0.0,0.02,0.18,2.7
0.73,0.92,-0.44,61.97,18.78,0.01,1.16,14.38,b294eebe-59ff-415a-8c90-eb6254852bb8,0.01,0.13,17.2,-0.02,0.01,0.18,1.48,16.24
0.82,0.98,-2.1,85.47,16.59,0.01,1.21,13.28,a861d191-3527-4773-b353-a076195017d7,0.01,0.14,16.5,-0.02,0.01,0.16,1.39,15.7
0.21,,,,,0.01,,,ff5b16c6-0c98-4857-93f2-bdbcb8fd59cb,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.54,-0.3,-3.48,53.53,8.61,-0.0,0.68,-4.35,615629d0-642d-4d78-abd5-d805bef370ea,-0.0,-0.05,-2.52,-0.04,0.01,0.09,-0.18,-2.76
0.88,1.15,0.1,91.68,13.34,0.01,1.01,15.5,2ec6eebe-8004-4ab1-9e18-4de37b1720b5,0.01,0.15,16.04,-0.01,0.01,0.14,1.32,15.94
0.94,1.27,1.3,90.92,10.4,0.01,0.78,17.24,e290c006-a8a5-4cee-87c5-105b7f489034,0.01,0.14,13.93,-0.01,0.01,0.13,1.14,14.54
0.94,1.03,-2.09,98.12,13.0,0.01,1.02,13.12,2930a983-a2be-4b02-a455-e40c384fb394,0.01,0.14,13.77,-0.01,0.01,0.13,1.15,14.54
0.84,0.68,1.77,92.35,15.22,0.01,0.93,10.44,fb130408-77e7-4a9e-a3c1-ea2b2c40192b,0.01,0.14,10.14,0.04,0.01,0.14,0.9,11.79
0.76,0.8,-4.68,74.65,19.9,0.01,1.36,11.07,2d6ed37c-e814-42bf-be41-2188e9564dfe,0.01,0.12,15.45,-0.03,0.01,0.17,1.37,14.67
0.93,0.04,-1.71,93.75,18.01,0.01,0.91,-1,0fb22428-a249-4d34-bd88-21f5598a08f2,0.01,0.08,-0.13,-0.01,0.01,0.16,0.13,8.08
0.92,0.92,-1.62,97.55,8.9,0.01,1.08,7.47,9a1e2128-4135-4a55-bbfb-1ca10778823e,0.01,0.09,8.53,-0.0,0.01,0.09,0.72,9.98
0.0,1.3,6.08,0.26,4.89,0.01,0.09,73.72,064c6e6f-3e0a-49cb-849d-3e06b46d6d0a,0.01,4.68,6.91,0.06,0.0,0.05,0.57,6.69
0.73,0.81,-2.55,67.38,14.66,0.01,0.95,12.05,21e45d84-1837-4ed3-81fa-1907a2a40df7,0.01,0.11,11.88,-0.04,0.01,0.18,1.03,14.12
0.71,,,,,0.01,,,863260c8-fff9-4c32-a6dd-0c1aaaebc851,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.91,1.11,0.09,97.3,7.9,0.01,0.96,9.2,f10ebc05-bcbe-41b6-a549-acc517769e06,0.01,0.1,9.27,0.0,0.01,0.07,0.77,7.87
0.91,,,,,0.01,,,2156fa67-15bc-416e-a1b5-0963a7a7ddda,0.01,0.1,0.0,0.0,0.01,0.07,,7.87
0.75,,,,,0.01,,,5ed9b971-7faf-465a-9746-1a2667d75563,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.03,1.12,6.72,2.65,7.21,0.01,0.41,19.76,37c33326-b1fb-4208-a7df-08f7ead749da,0.01,0.23,8.59,0.08,0.0,0.07,0.71,9.49
0.83,1.22,1.57,84.63,8.05,0.01,0.91,10.92,8a688387-3b7f-4207-9a95-0772c8e60ec5,0.01,0.09,10.39,0.0,0.01,0.1,0.85,11.07
0.85,0.98,-2.4,90.91,14.48,0.01,1.09,12.86,03024b02-13ed-4a96-8720-918c402e6cbd,0.01,0.12,14.45,-0.03,0.01,0.16,1.22,14.46
0.94,0.95,-2.56,91.11,13.35,0.01,1.0,12.5,c2191bad-d570-47a4-aa1f-f768005d13ad,0.01,0.14,13.02,-0.01,0.01,0.13,1.1,14.54
0.94,0.97,-2.79,96.03,13.87,0.01,1.07,12.47,fa816432-89ef-483d-901f-a2c71ed78c11,0.01,0.14,13.81,-0.01,0.01,0.13,1.16,14.54
0.17,0.98,3.57,19.83,7.68,0.01,1.2,6.25,627e94f5-3e08-43ed-88fd-4dcc04d94203,0.01,0.07,7.95,0.04,0.01,0.08,0.66,8.24
0.53,0.61,-1.17,58.49,4.3,0.01,1.16,2.24,622d1ada-ca0a-4e6c-a4f1-709717e9f872,0.0,0.02,3.03,-0.01,0.01,0.04,0.26,3.01
0.91,0.67,1.63,90.97,15.27,0.01,0.92,10.26,a5bdfbf7-e606-43dd-960b-31c467e8e530,0.01,0.1,9.94,0.02,0.01,0.15,0.89,9.97
0.94,0.56,0.03,89.39,13.82,0.01,0.83,8.47,d808bf53-24bd-4483-a535-7db0435547f7,0.01,0.08,7.47,-0.0,0.01,0.16,0.68,8.43
0.39,0.94,-0.02,69.7,0.89,0.01,0.26,3.22,eeae875b-2468-431d-b5d5-c475a597987e,0.0,0.04,1.29,0.01,0.0,0.02,0.11,2.7
0.88,1.11,-0.32,89.48,14.76,0.01,1.1,15.03,1d4f2e61-c129-44ff-a9fc-5d23dd6271e7,0.01,0.15,16.98,-0.01,0.01,0.14,1.41,15.94
0.91,0.98,-0.51,94.45,4.25,0.01,1.11,3.79,ef8256ca-ccbb-4da0-9a0f-81ab57d13cb1,0.0,0.04,4.64,-0.0,0.01,0.05,0.39,5.69
0.95,0.96,-1.65,96.62,12.65,0.01,1.53,7.88,dde32bff-c754-48b5-ae9e-6b9ace913e47,0.01,0.08,12.5,-0.02,0.01,0.12,1.05,11.71
0.82,0.9,-3.45,84.61,16.8,0.01,1.22,12.01,c3d1bc96-765f-4444-a664-67595a9351c7,0.01,0.14,15.08,-0.02,0.01,0.16,1.29,15.7
0.91,0.73,2.56,94.15,16.2,0.01,1.0,11.13,c208d712-87f6-40ee-8164-c96a04bcbc4f,0.01,0.1,11.55,0.02,0.01,0.15,1.02,9.97
0.73,,,,,0.01,,,a65dc147-48cd-4619-89d0-c500cb4602f8,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.13,1.31,0.89,13.44,0.99,0.01,0.13,10.28,1928e08f-6130-455c-a63f-ada3ad0040df,0.0,0.21,1.77,0.01,0.0,0.01,0.15,1.6
0.54,0.97,2.46,42.24,12.93,0.01,0.66,18.78,7fc7412e-fb6e-4cef-ab88-aaed6dff9575,0.01,0.11,12.92,-0.02,0.01,0.1,1.08,7.08
0.94,0.94,-3.14,98.23,12.44,0.01,0.97,11.82,f86e979d-d41f-4d32-8d64-1769a6edb988,0.01,0.14,11.93,-0.01,0.01,0.13,1.01,14.54
0.94,0.75,2.44,95.77,14.22,0.01,0.88,11.46,9fde9848-dcec-492f-bf85-95a2e7a5f7c7,0.01,0.08,10.57,-0.0,0.01,0.16,0.92,8.43
0.93,1.2,0.62,87.15,4.21,0.01,1.05,4.87,2bd53b3d-9203-4c5a-85c4-46381d799086,0.0,0.04,5.58,-0.0,0.01,0.04,0.46,4.08
0.88,0.8,-4.37,86.61,13.85,0.01,1.02,10.48,198abed3-108a-4c33-bb9b-215498aef6f6,0.01,0.15,11.09,-0.01,0.01,0.14,0.96,15.94
0.91,,,,,0.01,,,4c975d3f-9125-42dc-b338-4752321752b9,0.01,0.08,0.0,-0.02,0.02,0.13,,12.56
0.73,0.93,-1.97,74.37,18.61,0.01,1.26,13.26,1ac79de1-766c-4ab8-a093-cf8b703c4cd8,0.01,0.13,17.22,-0.02,0.01,0.18,1.48,16.24
0.63,,,,,0.01,,,605cde37-d871-429a-b330-4ee083f07df2,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.9,,,,,0.01,,,ce461972-551e-4961-a467-81351379afca,0.01,0.14,0.0,-0.02,0.01,0.13,,13.68
0.68,0.45,3.13,75.24,19.61,0.01,1.01,7.07,5468015d-1cd3-4d4e-a789-c7d998fcf18d,0.02,0.18,7.49,0.06,0.01,0.18,0.77,18.72
0.82,0.87,-3.83,84.13,16.85,0.01,1.22,11.65,35f37570-8b0a-4d6c-80c6-1a639b173b81,0.01,0.14,14.63,-0.02,0.01,0.16,1.26,15.7
0.73,0.93,-0.46,63.88,17.74,0.01,1.12,14.42,70857d2b-efea-44ed-b825-4f0f4ef3ca65,0.01,0.13,16.54,-0.02,0.01,0.18,1.41,16.24
0.9,0.88,-3.88,95.15,13.64,0.01,1.05,11.24,a5035d49-d4ee-4cef-9c99-168cd23f9178,0.01,0.14,12.24,-0.02,0.01,0.13,1.04,13.68
0.39,1.64,1.6,56.83,2.04,0.01,0.55,6.31,75396d0d-ed04-476e-9dd1-4da0d032323f,0.0,0.04,3.89,0.01,0.0,0.02,0.32,2.7
0.9,0.94,-2.79,90.92,13.99,0.01,1.05,12.37,e7abf64d-08ef-465a-8766-0008d1579ffe,0.01,0.14,13.45,-0.02,0.01,0.13,1.14,13.68
,,,,,,,,fccd798b-28af-4ea9-b344-7c55d5d59697,,,,,,,,
0.54,0.99,-0.5,73.25,13.19,0.01,0.89,14.55,235cca49-ce97-4ced-b503-4dbb7c9fcd1b,0.01,0.11,13.4,-0.02,0.01,0.1,1.12,7.08
0.53,0.6,-1.24,59.35,4.24,0.01,1.15,2.17,1e69d578-3c8a-41bf-a4d2-1b091bd77362,0.0,0.02,2.93,-0.01,0.01,0.04,0.25,3.01
0.39,1.18,0.75,27.19,1.28,0.01,0.24,6.48,5c1fd526-e8ed-43f9-8887-89610d0690b0,0.0,0.04,1.99,0.01,0.0,0.02,0.17,2.7
0.39,,,,,0.01,,,bfa480c7-81f2-438d-a682-e0a1519494c4,0.0,0.04,0.0,0.01,0.0,0.02,,2.7
0.07,0.74,2.55,3.43,4.78,0.01,0.31,11.34,17dfdd9d-9517-46fb-87e5-6b6f0cf6f21b,0.0,0.14,3.99,0.04,0.0,0.04,0.34,4.99
0.46,0.93,6.77,45.25,18.99,0.01,0.92,18.81,65c4b419-c1ca-4ac7-b8f8-3753620f4524,0.01,0.19,17.72,0.07,0.01,0.18,1.51,17.24
0.68,1.29,8.84,75.69,16.26,0.01,1.02,21.24,5a6c402f-e493-4d10-89e6-bfa5969dbe1d,0.02,0.18,22.03,0.06,0.01,0.18,1.78,18.72
0.54,,,,,-0.0,,,42d3bbd6-f02b-4f67-836c-779a4d8fd5fd,-0.0,-0.05,0.0,-0.04,0.01,0.09,,-2.76
0.83,0.99,-0.18,83.2,9.4,0.01,1.06,8.84,18f49544-1617-4f33-bf7b-fb293eb01c71,0.01,0.09,9.77,0.0,0.01,0.1,0.82,11.07
0.07,,,,,0.01,,,d1052147-38d7-4981-8b8c-b3a0dcda8aed,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.85,0.99,-2.23,90.98,14.47,0.01,1.09,13.04,7c793627-8bdc-4fb4-b5a8-70e344483973,0.01,0.12,14.63,-0.03,0.01,0.16,1.23,14.46
0.93,1.06,-0.21,97.1,3.38,0.01,0.89,4.02,2e3c85a3-39da-4632-a05d-e312d6169729,0.0,0.04,4.04,-0.0,0.01,0.04,0.34,4.08
0.91,,,,,0.01,,,15955650-8f46-477c-b459-7d99a08edf29,0.01,0.08,0.0,-0.02,0.02,0.13,,12.56
0.73,0.9,-2.75,74.6,20.89,0.01,1.42,12.79,b1e82b51-4827-4cc9-af7f-c0833fe5591e,0.01,0.11,18.64,-0.04,0.01,0.18,1.61,14.12
0.92,0.9,-0.71,90.7,3.9,0.01,1.0,3.52,32ca8949-ff3c-410e-890a-397a9e99f2e7,0.0,0.04,3.96,-0.01,0.01,0.04,0.33,4.22
0.88,1.11,-0.44,90.67,14.72,0.01,1.1,14.92,615331d0-6792-40eb-851b-24657580ffcc,0.01,0.15,16.92,-0.01,0.01,0.14,1.4,15.94
0.87,1.0,0.41,67.73,4.54,0.01,0.46,9.94,8db5e143-5b85-4408-918f-610f57fa3398,0.01,0.1,5.04,0.01,0.01,0.05,0.42,6.62
0.03,0.68,11.81,2.09,13.92,0.01,-0.7,-12.68,8f60d503-9d75-47f2-9610-b9b53bbe1392,0.01,0.23,9.38,0.08,0.0,0.07,0.83,9.49
0.0,,,,,0.01,,,717d5a75-bab0-44c6-abd4-358cfd4fe5a4,0.01,4.68,0.0,0.06,0.0,0.05,,6.69
0.95,0.9,-2.46,97.19,12.76,0.01,1.55,7.31,5b9b3c61-fa87-4221-84e4-f34b84f1cf03,0.01,0.08,11.76,-0.02,0.01,0.12,1.0,12.02
0.88,,,,,0.01,,,7b2a9559-360d-492e-a3c6-6130f029dadc,0.01,0.15,0.0,-0.01,0.01,0.14,,15.94
,,,,,,,,86d26239-64a8-43b9-a4ce-e862ab6679a3,,,,,,,,
0.48,1.1,6.91,45.61,13.25,0.01,0.64,22.75,1f96d69b-bdb7-42d7-a8d4-fe602d0029be,0.01,0.21,15.08,0.07,0.01,0.16,1.25,17.07
0.82,0.53,-0.15,84.71,18.52,0.01,1.08,7.93,6f1804f9-7124-4e8e-a8cc-23e35836a571,0.01,0.08,9.03,-0.0,0.01,0.19,0.86,8.92
0.58,0.36,-2.87,63.35,25.27,0.0,1.28,4.74,aa89dac7-cb43-4d16-a52a-37201f076f18,0.01,0.04,6.5,-0.04,0.01,0.26,0.79,5.32
0.85,,,,,0.01,,,09ce21e3-db80-423b-9bf6-7a4ed4ee5064,0.01,0.12,0.0,-0.03,0.01,0.16,,14.46
0.85,0.85,-2.75,71.41,17.29,0.01,1.15,12.38,a0f0ce3c-bb11-42d3-aeaf-00ce637100cf,0.01,0.13,14.71,-0.03,0.01,0.15,1.27,14.51
0.82,,,,,0.01,,,56e9d982-69e4-40e1-9357-bbb7cb306e3e,0.01,0.14,0.0,-0.02,0.01,0.16,,15.7
0.46,0.91,6.5,44.55,19.12,0.01,0.92,18.48,a715e8a4-9cf1-49a4-896b-e8dfd6eaa30e,0.01,0.19,17.39,0.07,0.01,0.18,1.49,17.24
0.91,0.62,0.91,91.32,14.67,0.01,0.89,9.5,0896bdce-276e-4fcb-92df-62d9caf3a241,0.01,0.1,8.9,0.02,0.01,0.15,0.8,9.97
0.73,0.84,-4.04,77.81,18.32,0.01,1.28,11.5,041021d6-bbed-432e-9c7d-27ab4261a8f6,0.01,0.11,15.11,-0.04,0.01,0.18,1.32,14.12
0.85,0.93,-2.85,83.34,17.46,0.01,1.26,12.65,70d2ccec-058c-4fb7-b1d5-81a8ed1c9c68,0.01,0.12,16.34,-0.03,0.01,0.16,1.39,14.46
0.75,1.4,1.43,73.77,3.5,0.01,1.06,4.71,c008eb72-76f1-472b-8148-967917010829,0.0,0.05,5.44,0.01,0.01,0.03,0.45,4.56
0.71,,,,,0.01,,,b39fa05c-aade-4964-ab5d-9129be38bc55,0.01,0.13,0.0,0.02,0.01,0.16,,13.14
0.93,1.03,-0.36,97.01,4.26,0.01,1.13,3.93,e5b0a520-701c-414d-947c-578fb787ad9b,0.0,0.04,4.87,-0.0,0.01,0.04,0.41,4.08
0.13,2.89,1.07,10.44,0.42,0.01,0.05,25.75,8d417f99-7305-4226-b6b4-0781fd0a8e52,0.0,0.21,1.69,0.01,0.0,0.01,0.14,1.6
0.93,1.13,0.58,78.8,4.82,0.01,1.15,4.79,59d2b9a2-7c50-41a7-a774-b8eb7402180d,0.0,0.04,5.94,-0.0,0.01,0.04,0.49,4.08
0.07,,,,,0.01,,,cddb05ac-1fc9-44a0-b1c5-f97b8e02a9bb,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.95,,,,,0.01,,,448fec43-7472-42c1-a84b-ef62247c60e5,0.01,0.08,0.0,-0.01,0.01,0.1,,10.79
0.87,0.57,0.03,92.86,17.55,0.01,1.07,8.25,492d79db-8287-4bc4-a33a-a863482e8176,0.01,0.09,9.3,0.0,0.01,0.17,0.87,9.26
0.76,0.83,-3.08,73.66,15.87,0.01,1.07,11.88,3b461bed-5470-48d8-b08f-9a325b7019a5,0.01,0.12,13.2,-0.03,0.01,0.17,1.14,14.67
0.9,1.08,-1.08,94.01,13.23,0.01,1.01,14.2,f902bb61-afba-4d4c-8d5d-54843c12d411,0.01,0.14,14.8,-0.02,0.01,0.13,1.23,13.68
0.92,1.23,1.42,90.62,8.28,0.01,0.97,10.66,9a059942-47be-41e4-b898-4059341c886d,0.01,0.09,10.78,-0.0,0.01,0.09,0.89,9.98
,,,,,,,,304426ef-3bb8-442b-a109-7cb69370346d,,,8.68,,,,,9.49
0.46,0.87,5.87,43.15,18.92,0.01,0.89,17.83,c3c81041-0106-46a8-ad56-29df14b0efd9,0.01,0.19,16.37,0.07,0.01,0.18,1.41,17.24
0.06,0.05,-5.11,5.12,7.49,0.0,21.26,0,38468f58-6889-4a7a-a252-40b8480f4104,0.0,0.0,0.51,-0.03,0.12,0.08,0.07,0.28
0.71,,,,,0.01,,,ec1a1341-463e-4e0c-a0b1-c7aa744febc8,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.73,0.78,-5.1,71.65,21.4,0.01,1.43,10.85,639d3136-0c8a-4b0d-9c25-f09b92884e6f,0.01,0.11,15.94,-0.04,0.01,0.18,1.42,14.12
0.58,1.09,0.67,65.69,4.21,0.01,1.2,3.88,7a339b7c-7ff3-4f60-ace7-83ed716057e4,0.01,0.05,5.1,0.02,0.01,0.04,0.42,6.44
0.89,,,,,0.01,,,ffb95837-1283-420a-895a-52ec4ae1e0b3,0.01,0.07,0.0,-0.02,0.01,0.1,,8.38
0.75,1.58,2.35,69.26,3.78,0.01,1.11,5.53,e04e6af1-78b9-4993-a73e-063793b98499,0.0,0.05,6.57,0.01,0.01,0.03,0.54,4.56
0.88,,,,,0.01,,,1220cc2f-ad9b-4bab-a02d-be1122aae3ad,0.01,0.12,0.0,0.03,0.01,0.16,,11.52
0.95,1.04,-0.29,97.4,3.59,0.01,0.95,3.95,9939e2e9-f215-498c-991a-e6d6c5e3833d,0.0,0.04,4.2,-0.01,0.01,0.04,0.35,4.03
0.9,0.99,-2.23,91.98,13.99,0.01,1.06,13,a56b42a9-a24d-477c-b7ee-3e0e0d4c487d,0.01,0.14,14.2,-0.02,0.01,0.13,1.19,13.68
0.82,0.87,-2.92,79.78,14.78,0.01,1.04,12.05,18a552f6-ee1e-4413-86cd-6b54a4ed6f78,0.01,0.14,12.98,-0.02,0.01,0.16,1.11,15.7
0.39,0.81,0.81,8.7,1.72,0.01,0.18,7.83,ad5b3d95-4371-4c83-a2c1-5e3e2ebca00e,0.0,0.04,1.85,0.01,0.0,0.02,0.15,2.7
0.56,0.16,-11.88,55.26,25.02,0.0,1.34,0.68,d1439150-2294-46b8-9611-194a6802f0f5,0.01,0.02,1.35,-0.11,0.01,0.26,0.37,2.97
0.82,,,,,0.01,,,238a6811-e14d-482b-b754-d0ef8a1d7c22,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.85,0.9,-3.54,86.66,16.54,0.01,1.21,11.96,55dc7f98-a06a-4259-84f1-04c2c9aad14f,0.01,0.12,14.97,-0.03,0.01,0.16,1.28,14.46
0.94,1.11,-0.99,98.02,13.7,0.01,1.07,14.39,2a8b70d7-48f0-4e70-bcb2-06f075a0e985,0.01,0.14,15.84,-0.01,0.01,0.13,1.31,14.54
0.87,,,,,0.01,,,daaa4a20-28d0-4878-8bdc-24cdbc8dd5de,0.01,0.09,0.0,0.0,0.01,0.17,,9.26
0.85,,,,,0.01,,,ce2c0f56-2acd-4c69-9e0a-2e4f6e15afa8,0.01,0.12,0.0,-0.03,0.01,0.16,,14.46
0.08,0.03,-4.78,4.02,33.65,0.0,0.48,-9.21,d5f964ac-b3ee-4272-97e3-cc6a0e54ccb6,0.0,-0.05,-4.01,-0.06,0.01,0.34,0.12,-2.95
0.9,0.98,-0.52,95.95,3.94,0.01,1.04,3.74,ac5209d0-92fb-4f3d-a5c8-4f22f0d69094,0.0,0.04,4.32,-0.0,0.01,0.04,0.36,4.69
0.93,0.99,-1.18,97.88,10.89,0.01,1.32,8.11,48651904-1547-442f-a7f2-2ff6b8874764,0.01,0.08,11.19,-0.01,0.01,0.11,0.94,11.09
0.75,1.57,2.34,53.54,3.2,0.01,0.83,6.23,e6012d0a-a429-43a8-914e-dba307837888,0.0,0.05,5.6,0.01,0.01,0.03,0.46,4.56
0.64,0.9,-0.55,88.88,3.27,0.01,0.82,3.58,0b3183fc-4dcf-4109-8f12-0123a8363806,0.0,0.04,3.4,-0.0,0.0,0.01,0.28,1.72
0.94,,,,,0.01,,,e8c03843-9499-4348-bb4d-bf4f28351ca0,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.39,,,,,0.01,,,aff787d7-1408-47cf-b05d-834ab02d1769,0.0,0.04,0.0,0.01,0.0,0.02,,2.7
0.63,0.62,-3.71,79.23,9.93,0.01,1.09,5.34,abfa53b4-396b-4fab-b03e-9e27beb3240d,0.0,0.06,6.26,-0.01,0.01,0.07,0.55,4.77
0.84,0.97,6.55,83.68,15.29,0.01,0.89,16.45,5ef1e09e-fe37-4031-b31f-889755b880ab,0.01,0.14,15.06,0.04,0.01,0.14,1.27,11.79
0.81,0.42,-1.83,85.45,2.82,0.01,0.92,1.27,bd02d09f-eb3c-4391-a4e1-30c3c62d5597,0.0,0.03,1.61,-0.01,0.01,0.03,0.14,2.53
0.94,1.04,-1.19,86.71,16.7,0.01,1.23,14.2,374d6052-92e0-4df0-8772-5d22d8735302,0.01,0.14,17.85,-0.01,0.01,0.13,1.49,14.54
0.9,0.91,-3.14,92.43,13.1,0.01,0.99,11.82,56173539-3039-4890-88e8-2eda6f872d02,0.01,0.14,12.19,-0.02,0.01,0.13,1.03,13.68
0.88,1.03,2.19,54.78,15.48,0.01,0.9,17.53,a2bf5d4a-0dfc-42cb-a6da-288dd2815145,0.01,0.15,16.26,-0.01,0.01,0.14,1.36,15.94
0.85,0.85,-2.64,75.71,13.56,0.01,0.93,12.03,5a07ed16-37c2-4c11-8ebe-5933b668c413,0.01,0.13,11.64,-0.03,0.01,0.15,1.0,14.51
0.54,,,,,0.01,,,b649cafa-6c28-4822-8759-a124d1e0546d,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.92,,,,,0.01,,,6b0dbb2e-90f3-41bd-ae46-84c7e808dc9e,0.0,0.04,0.0,-0.0,0.01,0.05,,5.05
0.03,1.27,6.88,2.46,6.31,0.01,0.35,23.48,c6d57bf9-fe35-4bd3-b560-b705d2d8e774,0.01,0.23,8.6,0.08,0.0,0.07,0.71,9.49
0.54,,,,,-0.0,,,223c3df8-ef06-442f-b70f-3e77520ece8d,-0.0,-0.05,0.0,-0.04,0.01,0.09,,-2.76
0.94,0.96,-3.03,96.01,13.87,0.01,1.07,12.22,7a6ff891-3eb2-4259-b7c6-cd7be1308101,0.01,0.14,13.54,-0.01,0.01,0.13,1.14,14.54
0.21,,,,,0.01,,,08dfa6b6-e5fa-42c6-b1a8-b01a22398e74,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.94,0.63,0.78,97.1,15.51,0.01,0.97,9.26,c12462e7-7322-4711-9aef-8e9a2970a878,0.01,0.08,9.44,-0.0,0.01,0.16,0.85,8.43
0.73,0.97,-1.09,74.79,16.24,0.01,1.11,14.02,20542131-01fc-428d-9e68-e7c39b79c66b,0.01,0.11,15.97,-0.04,0.01,0.18,1.35,14.12
0.88,1.11,-0.44,90.66,14.72,0.01,1.1,14.92,30b3cc43-37a3-4ad6-b24d-7e04b2c99868,0.01,0.15,16.92,-0.01,0.01,0.14,1.4,15.94
0.94,1.08,-1.01,93.08,13.01,0.01,0.99,14.24,9092e222-2c35-48e4-b9f1-6f511debc30e,0.01,0.14,14.54,-0.01,0.01,0.13,1.21,14.54
0.9,,,,,0.01,,,6f6426bd-876e-4bf4-8078-38b88b32353c,0.01,0.14,0.0,-0.02,0.01,0.13,,13.68
0.91,1.1,0.04,97.42,6.37,0.01,0.78,9.15,23289e2f-1fc0-4e65-8895-76c01b7790da,0.01,0.1,7.54,0.0,0.01,0.07,0.62,7.87
0.93,0.85,-2.73,96.91,11.09,0.01,1.34,6.86,4e60bd26-ed3c-4bc0-b65f-d27bb51ad2a0,0.01,0.08,9.66,-0.01,0.01,0.11,0.82,11.09
0.88,0.4,-0.93,88.99,17.07,0.01,1.05,5.26,19b1cfa6-795c-4931-9229-b21f58dd4f55,0.01,0.15,6.38,-0.01,0.01,0.14,0.64,15.94
0.91,1.35,1.86,83.69,5.54,0.01,0.62,12.22,b57fee58-0b95-427b-8b14-e289b941d399,0.01,0.1,8.09,0.0,0.01,0.07,0.66,7.87
0.9,0.94,-0.73,95.79,4.16,0.01,1.09,3.57,dbe93664-f674-4954-beae-4fda6b881773,0.0,0.04,4.34,-0.0,0.01,0.04,0.36,4.69
0.93,0.66,1.39,96.2,15.88,0.01,0.99,9.9,1e18925f-2ac9-45e4-9cc6-27e56e96cf3c,0.01,0.08,10.24,-0.01,0.01,0.16,0.92,8.08
0.82,,,,,-0.0,,,82a60111-1967-4e98-8157-d4462555cefa,-0.0,-0.05,0.0,-0.02,0.01,0.15,,-3.06
0.88,1.2,1.56,83.63,15.24,0.01,1.1,16.95,016c000f-9352-495f-86d6-0fbe2e31a1da,0.01,0.15,19.07,-0.01,0.01,0.14,1.56,15.94
0.93,,,,,0.01,,,34a02605-b8fc-4795-9044-1179c4ced512,0.01,0.08,0.0,-0.01,0.01,0.11,,11.09
0.82,1.28,4.27,71.09,16.13,0.01,1.07,19.79,720867d9-66b8-4afe-bcc1-f330adc5a721,0.01,0.14,21.65,-0.02,0.01,0.16,1.75,15.7
0.84,0.79,4.0,81.88,15.56,0.01,0.89,13.12,23967f6f-dfe5-43e4-bbea-a43ec863ab4b,0.01,0.14,12.18,0.04,0.01,0.14,1.06,11.79
0.17,1.04,3.64,19.36,6.84,0.01,1.06,6.76,31c7a7ae-1415-4d48-b167-a26c44dc2d00,0.01,0.07,7.59,0.04,0.01,0.08,0.63,8.24
0.94,1.25,0.87,95.92,11.23,0.01,0.87,16.56,5196925d-2f82-4ddf-b493-321ecb07e090,0.01,0.14,14.81,-0.01,0.01,0.13,1.21,14.54
0.93,,,,,0.01,,,2cea718a-7491-49d2-b630-5288f6c8348d,0.01,0.08,0.0,-0.01,0.01,0.11,,11.09
