category,parent_company,fund_id,fund_name
Large Value,Wells Fargo Funds,a5035d49-d4ee-4cef-9c99-168cd23f9178,Wells Fargo Large Company Value Fund - Class A
Short-Term Bond,OppenheimerFunds,75396d0d-ed04-476e-9dd1-4da0d032323f,Oppenheimer Limited-Term Bond Fund Class Y
Large Value,Invesco,e7abf64d-08ef-465a-8766-0008d1579ffe,Invesco Growth and Income Fund Class Y
Large Blend,Fidelity Investments,fccd798b-28af-4ea9-b344-7c55d5d59697,Fidelity 500 Index Investor
Long-Short Equity,Weitz,235cca49-ce97-4ced-b503-4dbb7c9fcd1b,Weitz Partners III Opportunity Fund Investor Class
Inflation-Protected Bond,Transamerica,1e69d578-3c8a-41bf-a4d2-1b091bd77362,Transamerica Inflation-Protected Securities I3
Short-Term Bond,Janus Henderson,5c1fd526-e8ed-43f9-8887-89610d0690b0,Janus Henderson Short-Term Bond Fund Class S
Short-Term Bond,Fidelity Investments,bfa480c7-81f2-438d-a682-e0a1519494c4,Fidelity Flex Short-Term Bond Fund
Nontraditional Bond,Dreyfus,17dfdd9d-9517-46fb-87e5-6b6f0cf6f21b,Dreyfus Unconstrained Bond Fund Class C
Real Estate,JPMorgan,65c4b419-c1ca-4ac7-b8f8-3753620f4524,JPMorgan Realty Income Fund Class L
Technology,Oak Associates,5a6c402f-e493-4d10-89e6-bfa5969dbe1d,Red Oak Technology Select Fund
Managed Futures,Natixis Funds,42d3bbd6-f02b-4f67-836c-779a4d8fd5fd,Natixis ASG Managed Futures Strategy Fund Class A
Convertibles,Invesco,18f49544-1617-4f33-bf7b-fb293eb01c71,Invesco Convertible Securities Fund Class C
Nontraditional Bond,Ivy Funds,d1052147-38d7-4981-8b8c-b3a0dcda8aed,Ivy Pictet Targeted Return Bond Fund Class N
Mid-Cap Value,Glenmede,7c793627-8bdc-4fb4-b5a8-70e344483973,Glenmede Quantitative U.S. Total Market Equity Portfolio
Muni National Interm,BNY Mellon Funds,2e3c85a3-39da-4632-a05d-e312d6169729,BNY Mellon National Intermediate Municipal Bond Fund Class M
Allocation - 85%+ Equity,Meritage Portfolio Management,15955650-8f46-477c-b459-7d99a08edf29,Meritage Yield-Focus Equity Fund Institutional Shares
Small Value,Hotchkis & Wiley,b1e82b51-4827-4cc9-af7f-c0833fe5591e,Hotchkis & Wiley Small Cap Value Fund Class I
Muni Single State Long,Nuveen,32ca8949-ff3c-410e-890a-397a9e99f2e7,Nuveen Symphony All-Cap Core C
Large Growth,BlackRock,615331d0-6792-40eb-851b-24657580ffcc,BlackRock Large Cap Focus Growth Fund Class K
Target-Date Retirement,Putnam,8db5e143-5b85-4408-918f-610f57fa3398,Putnam Retirement Income Fund Lifestyle 1 Class B
High Yield Bond,Highland Funds,8f60d503-9d75-47f2-9610-b9b53bbe1392,Highland Opportunistic Credit Fund Class A
Bank Loan,Hartford Mutual Funds,717d5a75-bab0-44c6-abd4-358cfd4fe5a4,Hartford Floating Rate High Income Fund Class Y
Target-Date 2050,Principal Funds,5b9b3c61-fa87-4221-84e4-f34b84f1cf03,Principal LifeTime 2050 Fund R-2 Class
Large Growth,Legg Mason,7b2a9559-360d-492e-a3c6-6130f029dadc,ClearBridge Sustainability Leaders Fund Class IS
Market Neutral,Deutsche Asset & Wealth Mngt,86d26239-64a8-43b9-a4ce-e862ab6679a3,Deutsche Diversified Market Netrl C
Health,Fidelity Investments,1f96d69b-bdb7-42d7-a8d4-fe602d0029be,Fidelity Select Pharmaceuticals Portfolio
Diversified Emerging Mkts,Northern Funds,6f1804f9-7124-4e8e-a8cc-23e35836a571,Northern Active M Emerging Market Equity Fund
Latin America Stock,T. Rowe Price,aa89dac7-cb43-4d16-a52a-37201f076f18,T. Rowe Price Latin America Fund
Mid-Cap Value,Lord Abbett,09ce21e3-db80-423b-9bf6-7a4ed4ee5064,Lord Abbett Calibrated Mid Cap Value F
Mid-Cap Blend,Invesco,a0f0ce3c-bb11-42d3-aeaf-00ce637100cf,Invesco Endeavor Fund Class C
Mid-Cap Growth,Virtus,56e9d982-69e4-40e1-9357-bbb7cb306e3e,Virtus KAR Mid-Cap Core Fund Class I
Real Estate,SEI,a715e8a4-9cf1-49a4-896b-e8dfd6eaa30e,SEI Institutional Managed Trust Real Estate Fund Class I
Foreign Large Growth,Neuberger Berman,0896bdce-276e-4fcb-92df-62d9caf3a241,Neuberger Berman International Select Fund Class R6
Small Value,American Beacon,041021d6-bbed-432e-9c7d-27ab4261a8f6,American Beacon Small Cap Value Fund Class Institutional
Mid-Cap Value,Transamerica,70d2ccec-058c-4fb7-b1d5-81a8ed1c9c68,Transamerica Small/Mid Cap Value Fund Class I2
Intermediate-Term Bond,Russell,c008eb72-76f1-472b-8148-967917010829,Russell Investments Strategic Bond Fund Class M
Global Real Estate,Vanguard,b39fa05c-aade-4964-ab5d-9129be38bc55,Vanguard Global ex-U.S. Real Estate Index Fund Admiral Shares
Muni National Interm,Dreyfus,e5b0a520-701c-414d-947c-578fb787ad9b,Dreyfus Municipal Bond Opportunity Fund Class I
Ultrashort Bond,Touchstone,8d417f99-7305-4226-b6b4-0781fd0a8e52,Touchstone Ultra Short Duration Fixed Income Fund Institutional Class
Muni National Interm,Hartford Mutual Funds,59d2b9a2-7c50-41a7-a774-b8eb7402180d,Hartford Municipal Opportunities Fund Class A
Nontraditional Bond,Hartford Mutual Funds,cddb05ac-1fc9-44a0-b1c5-f97b8e02a9bb,Hartford Global Alpha R3
Target-Date 2030,Voya,448fec43-7472-42c1-a84b-ef62247c60e5,Voya Solution 2030 Portfolio Class I
Europe Stock,Vanguard,492d79db-8287-4bc4-a33a-a863482e8176,Vanguard European Stock Index Fund Admiral Shares
Small Blend,Virtus,3b461bed-5470-48d8-b08f-9a325b7019a5,Virtus Ceredex Small-Cap Value Equity Fund Class C
Large Value,Diamond Hill Funds,f902bb61-afba-4d4c-8d5d-54843c12d411,Diamond Hill Large Cap Fund Class Y
Allocation - 50% to 70% Equity,Janus Henderson,9a059942-47be-41e4-b898-4059341c886d,Janus Henderson Balanced Fund Class I
High Yield Bond,AllianceBernstein,304426ef-3bb8-442b-a109-7cb69370346d,AB High Yield I
Real Estate,Pioneer Investments,c3c81041-0106-46a8-ad56-29df14b0efd9,Pioneer Real Estate Fund Class C
Multicurrency,Franklin Templeton Investments,38468f58-6889-4a7a-a252-40b8480f4104,Templeton Global Currency Fund Class R6
Options-based,John Hancock,ec1a1341-463e-4e0c-a0b1-c7aa744febc8,John Hancock Funds II Disciplined alternative Yield Fund Class A
Small Value,Rydex Funds,639d3136-0c8a-4b0d-9c25-f09b92884e6f,Rydex S&P MidCap 400 Pure Value Fund Class A
Corporate Bond,First Investors,7a339b7c-7ff3-4f60-ace7-83ed716057e4,First Investors Investment Grade Series Class B
World Allocation,ALPS,ffb95837-1283-420a-895a-52ec4ae1e0b3,RiverFront Asset Allocation Growth & Income Class C
Intermediate-Term Bond,PGIM Funds (Prudential),e04e6af1-78b9-4993-a73e-063793b98499,PGIM Total Return Bond Fund -Class Z
Foreign Small/Mid Blend,Vanguard,1220cc2f-ad9b-4bab-a02d-be1122aae3ad,Vanguard FTSE All-World ex-US Small Capital Index Fund Admiral Shares
Muni Ohio,Putnam,9939e2e9-f215-498c-991a-e6d6c5e3833d,Putnam Ohio Tax Exempt Income Fund Class Y
Large Value,Fidelity Investments,a56b42a9-a24d-477c-b7ee-3e0e0d4c487d,Fidelity Value Discovery Fund
Mid-Cap Growth,Eaton Vance,18a552f6-ee1e-4413-86cd-6b54a4ed6f78,Eaton Vance Special Equities Fund Class C
Short-Term Bond,Morgan Stanley,ad5b3d95-4371-4c83-a2c1-5e3e2ebca00e,Morgan Stanley Institutional Fund Trust Short Duration Income Portfolio Class C
Equity Energy,Invesco,d1439150-2294-46b8-9611-194a6802f0f5,Invesco Energy Fund R5 Class
Diversified Emerging Mkts,Fidelity Investments,238a6811-e14d-482b-b754-d0ef8a1d7c22,Fidelity Advisor Emerging Markets Discovery Fund I Class
Mid-Cap Value,Hartford Mutual Funds,55dc7f98-a06a-4259-84f1-04c2c9aad14f,Hartford MidCap Value Fund Class F
Large Blend,JPMorgan,2a8b70d7-48f0-4e70-bcb2-06f075a0e985,JPMorgan U.S. Equity Fund Class R6
Europe Stock,Columbia,daaa4a20-28d0-4878-8bdc-24cdbc8dd5de,Columbia Acorn European Fund Institutional Class
Mid-Cap Value,Touchstone,ce2c0f56-2acd-4c69-9e0a-2e4f6e15afa8,Touchstone Mid Cap Value Fund Class Y
Equity Precious Metals,Fidelity Investments,d5f964ac-b3ee-4272-97e3-cc6a0e54ccb6,Fidelity Select Advisor Gold Fund Class A
Muni New Jersey,Putnam,ac5209d0-92fb-4f3d-a5c8-4f22f0d69094,Putnam New Jersey Tax Exempt Income Fund Class A
Allocation - 70% to 85% Equity,MFS,48651904-1547-442f-a7f2-2ff6b8874764,MFS Growth Allocation Fund Class 529C
Intermediate-Term Bond,Brandes,e6012d0a-a429-43a8-914e-dba307837888,Brandes Core Plus Fixed Income Fund Class I
Muni National Short,Eaton Vance,0b3183fc-4dcf-4109-8f12-0123a8363806,Eaton Vance Short Duration Municipal Opportunities Fund Class I
Foreign Large Blend,MFS,e8c03843-9499-4348-bb4d-bf4f28351ca0,MFS Blended Research International Equity Fund Class R3
Short-Term Bond,American Funds,aff787d7-1408-47cf-b05d-834ab02d1769,American Funds College Enrollment Fund Class 529-A
Multialternative,Aberdeen,abfa53b4-396b-4fab-b03e-9e27beb3240d,Aberdeen Diversified Alternatives Fund Class C
World Large Stock,Polaris Funds,5ef1e09e-fe37-4031-b31f-889755b880ab,Polaris Global Value Fund
Intermediate Government,American Funds,bd02d09f-eb3c-4391-a4e1-30c3c62d5597,American Funds U.S. Government Securities Fund Class C
Large Blend,MassMutual,374d6052-92e0-4df0-8772-5d22d8735302,MassMutual Select Equity Opportunities Fund Class R3
Large Value,BMO Funds,56173539-3039-4890-88e8-2eda6f872d02,BMO Large-Cap Value Fund Class A
Large Growth,Meridian,a2bf5d4a-0dfc-42cb-a6da-288dd2815145,Meridian Enhanced Equity Fund Investor Class
Mid-Cap Blend,Bullfinch,5a07ed16-37c2-4c11-8ebe-5933b668c413,Bullfinch Greater Western New York Series
Long-Short Equity,361 Funds,b649cafa-6c28-4822-8759-a124d1e0546d,361 Domestic Long/Short Equity Fund Investor Class
Muni National Long,AllianceBernstein,6b0dbb2e-90f3-41bd-ae46-84c7e808dc9e,AB Municipal Income Shares
High Yield Bond,Virtus,c6d57bf9-fe35-4bd3-b560-b705d2d8e774,Virtus Seix High Yield Fund Class I
Managed Futures,Superfund,223c3df8-ef06-442f-b70f-3e77520ece8d,Superfund Managed Futures Strategy Fund Class I
Large Blend,MainStay,7a6ff891-3eb2-4259-b7c6-cd7be1308101,MainStay Epoch U.S. All Cap Fund Class A
Multisector Bond,AlphaCentric Funds,08dfa6b6-e5fa-42c6-b1a8-b01a22398e74,AlphaCentric Income Opportunities Fund Class A
Foreign Large Blend,Hartford Mutual Funds,c12462e7-7322-4711-9aef-8e9a2970a878,Hartford International Equity Fund Class R5
Small Value,Victory,20542131-01fc-428d-9e68-e7c39b79c66b,Victory Sycamore Small Company Opportunity Fund Class Y
Large Growth,BlackRock,30b3cc43-37a3-4ad6-b24d-7e04b2c99868,BlackRock Large Cap Focus Growth Fund Institutional Shares
Large Blend,Neuberger Berman,9092e222-2c35-48e4-b9f1-6f511debc30e,Neuberger Berman Multi-Cap Opportunities Fund Class C
Large Value,Equity Investment Corp,6f6426bd-876e-4bf4-8078-38b88b32353c,EIC Value Fund Institutional Class
Allocation - 30% to 50% Equity,Principal Funds,23289e2f-1fc0-4e65-8895-76c01b7790da,Principal Strategic Asset Management Conservative Balanced Fund Class C
Allocation - 70% to 85% Equity,Russell,4e60bd26-ed3c-4bc0-b65f-d27bb51ad2a0,Russell Investments LifePoints Growth Strategy Fund Class A
Large Growth,Columbia,19b1cfa6-795c-4931-9229-b21f58dd4f55,Columbia Large Cap Growth V W
Allocation - 30% to 50% Equity,Invesco,b57fee58-0b95-427b-8b14-e289b941d399,Invesco Income Allocation Fund Class R
Muni New Jersey,Dreyfus,dbe93664-f674-4954-beae-4fda6b881773,"Dreyfus New Jersey Municipal Bond Fund, Inc. Class A"
Foreign Large Value,Hartford Mutual Funds,1e18925f-2ac9-45e4-9cc6-27e56e96cf3c,Hartford Schroders International Multi-Cap Value Fund Class R3
Commodities Broad Basket,Franklin Templeton Investments,82a60111-1967-4e98-8157-d4462555cefa,Franklin Pelagos Commodities Strategy Fund Advisor Class
Large Growth,Rydex Funds,016c000f-9352-495f-86d6-0fbe2e31a1da,Rydex NASDAQ-100 Fund Class H
Allocation - 70% to 85% Equity,Cavalier,34a02605-b8fc-4795-9044-1179c4ced512,Cavalier Tactical Economic Fund Institutional Class
Mid-Cap Growth,Jackson Square,720867d9-66b8-4afe-bcc1-f330adc5a721,Jackson Square SMID-Cap Growth Fund Institutional Class
World Large Stock,Pax World,23967f6f-dfe5-43e4-bbea-a43ec863ab4b,Pax Global Environmental Markets Fund Class A
Emerging Markets Bond,MFS,31c7a7ae-1415-4d48-b167-a26c44dc2d00,MFS Emerging Markets Debt Fund Class R3
Large Blend,American Funds,5196925d-2f82-4ddf-b493-321ecb07e090,American Funds Washington Mutual Investors Fund Class F-1
Allocation - 70% to 85% Equity,Cavanal Hill funds,2cea718a-7491-49d2-b630-5288f6c8348d,Cavanal Hill Opportunistic Fund Class A
Target-Date 2020,Fidelity Investments,fd180929-3f01-4ec5-aed1-2e433262ae0a,Fidelity Advisor Simplicity RMD 2020 Fund Class C
Small Blend,Vanguard,4f0ef3dd-7970-4009-9833-2e017198a283,Vanguard Small-Cap Index Fund Institutional Plus Shares
Target-Date 2020,Fidelity Investments,6cb94592-d958-4ed4-bd69-5b75b14ef3e2,Fidelity Freedom Index 2020 Fund Institutional Premium Class
World Allocation,Lord Abbett,c54b7160-39b6-442e-aef0-6856e09302c3,Lord Abbett Multi-Asset Global Opportunity Fund Class I
Large Growth,Goldman Sachs,20ee7ad8-a337-40f2-b904-11f3851803b3,Goldman Sachs Strategic Growth Fund Class R
Inflation-Protected Bond,HC Capital Trust,4a98ab49-c30d-4795-8ee6-db1f27d97a09,Hc Capital Trust - Inflation Protected Securites Portfolio Fund
Muni New Jersey,Lord Abbett,bb9f4bcf-a9a3-40d7-a59d-cc5ac3303b4f,Lord Abbett New Jersey Tax Free Fund Class I
Small Growth,Needham,6ecc4d67-d015-413b-94a3-f8038e4d4de6,Needham Small Cap Growth Fund Institutional Class
World Allocation,Janus Henderson,bcb256ed-4d2a-4cb5-83ff-550c39193b01,Janus Henderson Global Allocation Fund - Growth Class T
Large Growth,Wells Fargo Funds,b6d8a1e8-f376-49db-b23e-0ff94b630a8c,Wells Fargo Opportunity Fund - Class C
Allocation - 30% to 50% Equity,AllianceBernstein,dac97139-b360-4cd9-bcba-353395662141,AB Tax-Managed All Market Income Portfolio Advisor Class
Large Value,Voya,b102d7fa-f2c4-4d04-bc33-8ed6b3d4b994,Voya U.S. High Dividend Low Volatility Fund Class I
World Large Stock,Invesco,4d458dd0-3fbc-4d82-af6a-1204405d8435,Invesco Global Responsibility Equity Fund Class A
Foreign Large Blend,Oakmark,d5c1cee3-96a9-4b66-96a5-33a82472b154,Oakmark International Fund Class Advisor
Large Growth,AMG Funds,1cec58ce-e83c-4aa4-bfec-669c1f4756e9,AMG Managers Montag & Caldwell Growth Fund Class I
Trading - Leveraged Debt,Direxion Funds,2c63ed09-04cc-4907-9bc3-3c7d4a46ce66,Direxion Monthly High Yield Bull 1.2X Fund Investor Class
Health,Alger,777adde7-a56d-468d-ba45-fde071ba5f0e,Alger Health Sciences Fund Class Z
Short-Term Bond,Delaware Funds by Macquarie,2ac2bddf-e83c-4f67-a5cd-2b98db084e07,Delaware Limited-Term Diversified Income Fund Class A
Diversified Emerging Mkts,Salient Funds,ea397657-74f8-43f1-85d7-1d702c85b726,Salient EM Dividend Signal Instl
Large Blend,Victory,1b442b9f-fc92-4dd4-8547-442e8e508cbe,Victory US 500 Enhanced Volatility Wtd Index Fund Class I
Muni National Long,Columbia,04a2e043-fa73-4e05-87ea-f66b1e4a060b,Columbia U.S. Social Bond Fund Institutional 3 Class
Large Blend,Fidelity Investments,add003df-0e9d-4928-8e47-71ce7b8d8de0,Fidelity Total Market Index Premium
Allocation - 50% to 70% Equity,Nuveen,8a3d8bd5-f695-4669-af9b-59d7fad0f910,Nuveen Strategy Balanced Allocation Fund Class C
Muni National Interm,PIMCO,200fe6bc-13e7-40b1-8f2b-768f7b27b084,PIMCO National Intermediate Municipal Bond Fund Institutional Class
Muni Single State Short,AllianceBernstein,0d25eaff-b415-4dbd-91c7-653fd51c0962,AB Intermediate New York Municipal Portfolio Class A
Muni California Long,Putnam,f9e5380d-1980-4238-a9da-52ddb96922c5,Putnam California Tax Exempt Income Fund Class A
Emerging Markets Bond,Lord Abbett,68857c99-9faf-4031-ab3f-8b2b6e64452a,Lord Abbett Emerging Markets Corporate Debt Fund Class R5
Small Growth,Fidelity Investments,e1f0855e-d049-4c29-8e9a-43b60490f5c0,Fidelity Small Cap Growth K6 Fund
Health,Franklin Templeton Investments,69491c3a-423b-4522-aaf0-d10d2682d38f,Franklin Biotechnology Discovery Fund Class R6
Diversified Emerging Mkts,JOHCM Funds,4df5761c-f943-4925-aab8-241b7adfb178,JOHCM Emerging Markets Opportunities Fund Institutional Shares
Small Blend,AQR Funds,0a65191e-72dd-4383-8775-119f51886432,AQR Small Cap Relaxed Constraint Equity Fund Class R6
Tactical Allocation,RX Funds,a25d89da-6c16-4c3c-b0a6-d20ffc5f6178,Rx Tactical Rotation Institutional
Muni National Interm,Putnam,21e3645e-2764-4c2b-81af-056020befc2f,Putnam Intermediate-Term Municipal Income Fund Class B
Large Growth,Victory,edfe961c-d335-4b22-8e1e-15c263fadc25,Victory NewBridge Large Cap Growth Fund Class Y
Large Growth,Guggenheim Investments,485bebd3-9d45-4ff2-89ca-1ae3c5f94204,Guggenheim RBP Large-Cap Defensive Fund Class P
Target-Date 2055,American Funds,7d01c653-29e8-43a7-aa4e-f591b16e7a54,American Funds 2055 Target Date Retirement Fund Class R-2
Multialternative,Catalyst Mutual Funds,18f2f681-1545-4f59-b8ec-b1e0e072c0ee,Catalyst/Millburn Hedge Strategy Fund Class C
Mid-Cap Value,MFS,7629d919-8387-478e-b51f-2d4fb5c659f5,MFS Mid Cap Value Fund Class R3
Large Value,MassMutual,8faa5714-aa9c-408e-ba27-144a52d56427,MassMutual Select Fundamental Value Fund Class I
Miscellaneous Region,U.S. Global Investors,af9b71e0-c0e7-48ec-9ff7-e90b2ad115d5,U.S. Global Investors Emerging Europe Fund
Ultrashort Bond,Touchstone,159a832e-2833-41da-948d-ed66b0be950d,Touchstone Ultra Short Duration Fixed Income Fund Class A
Inflation-Protected Bond,American Funds,eaa41952-b25a-4053-be31-c02d348fbdbe,American Funds Inflation Linked Bond Fund Class 529-A
Inflation-Protected Bond,Lord Abbett,4c1c8e90-a842-4a37-b534-eca2c9fa453b,Lord Abbett Inflation Focused Fund Class C
Small Value,American Beacon,a8b8f5cf-2d02-48a7-bec4-efa660f28953,American Beacon Small Cap Value Fund Class Y
Large Growth,Lord Abbett,8346061d-d892-4253-9d80-951b1a1efec9,Lord Abbett Growth Leaders Fund Class R2
Mid-Cap Value,Principal Funds,ac92079a-bbcf-4b60-8c4c-e4d554961db8,Principal Small-MidCap Dividend Income Fund Institutional Class
Target-Date 2045,AllianceBernstein,cfed4ae8-e898-4038-a3d7-7c33a3903051,AB Multi-Manager Select 2045 Fund Advisor Class
Allocation - 50% to 70% Equity,Vanguard,5fe0b781-6587-4dac-9fd5-8f77a95d708d,Vanguard Balanced Index Fund Investor Shares
Intermediate-Term Bond,Victory,7857a2c4-f16e-4eaf-b20c-6fba4fd723e6,Victory INCORE Total Return Bond Fund Class Y
Mid-Cap Growth,Victory,ac250d74-066f-4cc5-8c59-8fc195f7c881,Victory Munder Mid-Cap Core Growth Fund Class Y
Target-Date 2020,Fidelity Investments,303a6fdf-ae92-4399-9045-42c897fafc4a,Fidelity Flex Freedom 2020 Fund
Large Blend,DWS,c36645a5-f0e2-4f2c-9634-7772c0e0ac72,DWS Core Equity Fund - Class C
Mid-Cap Blend,Westwood,0bd2da42-6a85-444a-b02b-39fcd2293549,Westwood SMidCap Fund Institutional Class
Large Value,ProFunds,1db2895f-0ccb-4d83-bbf9-2b7e370e0c96,ProFunds Large Cap Value Fund Service Class
Intermediate Government,Community Capital Management,7b89174e-8406-40c9-b5b5-12440b2e58a6,CRA Qualified Investment Institutional Shares
Foreign Small/Mid Growth,Brown Capital Management,a3b350a4-ad29-496f-825e-a5bda2f049b2,Brown Capital Management International Small Company Fund Investor Shares
Short Government,Vanguard,74d9a912-0b87-448c-a7a0-fbb381eaf9fd,Vanguard Short-Term Federal Fund Investor Shares
Foreign Large Blend,PIMCO,3bed15ec-fc25-4a02-8cd4-7b9d897a0ffa,PIMCO StocksPLUS International Fund (Unhedged) Institutional Class
Nontraditional Bond,Advisors Preferred,69c85734-38c2-4308-8c3d-0c73495a9de3,Spectrum Low Volatility Fund Investor Class
Commodities Broad Basket,Russell,14470a0d-a6c3-40b8-b2a7-c36825cd5f58,Russell Investments Commodity Strategies Fund Class M
Large Growth,Commerce,78dab4a2-4f36-41d3-b71e-ea13767b023a,Commerce Growth Fund
Short-Term Bond,MFS,808dc252-917a-4540-aab4-6cb6d1019fdb,MFS Limited Maturity Fund Class R3
Bank Loan,Virtus,315d7b01-b324-4f42-9812-a9a273ab80bc,Virtus Newfleet Senior Floating Rate Fund Class A
Large Blend,MassMutual,84322520-f314-45bd-83a7-0adca69450c9,MM S&P 500 Index Fund Class Administrative Class
Small Value,Wells Fargo Funds,0aa5370f-0b8b-490f-940c-b37b73ee524e,Wells Fargo Special Small Cap Value Fund - Class R6
Equity Energy,ICON Funds,52e834c3-7996-41e4-b3d2-0a1c7d47b291,ICON Energy Fund Class S
Health,Invesco,f88f2305-c090-4370-9344-d1e5c40603bd,Invesco Health Care Fund Class R6
Allocation - 70% to 85% Equity,Sterling Capital Funds,79d95007-a5b2-4210-a91f-17eecf6bceb6,Sterling Capital Strategic Allocation Growth Fund Institutional Shares
Mid-Cap Growth,Aquila,916cb3e6-66b9-41f2-bfe1-4b2b6779c0a9,Aquila Three Peaks Opportunity Growth Fund Class Y
Intermediate-Term Bond,Virtus,12a6cdc3-b939-4034-88d5-5bf98bcecb25,Virtus Seix Core Bond Fund Class I
China Region,Franklin Templeton Investments,84e09811-3018-44a9-8d9a-92d6f214d8e4,Templeton China World Fund Class Advisor
Small Growth,Federated,5e01b130-ea0f-4053-bf54-a24210394e00,Federated MDT Small Cap Growth Fund Class A Shares
