category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,tag,5_years_return_category
0.94,1.16,0.79,81.57,2.79,0.01,0.83,3.9,0.34,0.0,0.02,4.06,-0.0,0.01,0.03,106883,2.99
0.86,0.58,-3.38,88.9,12.24,0.01,1.03,6.44,0.66,0.01,0.1,7.45,-0.0,0.01,0.13,203219,11.26
0.89,,,,,0.01,,,,0.01,0.03,0.0,-0.02,0.02,0.11,155033,5.99
0.65,0.66,-2.01,71.79,17.32,0.01,1.31,7.96,1.02,0.01,0.06,11.24,-0.03,0.01,0.17,202418,8.45
0.47,0.62,0.8,32.55,3.68,0.0,0.32,7.12,0.26,0.0,0.02,3.05,-0.01,0.0,0.05,178442,1.36
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,138266,7.2
0.64,0.97,2.22,58.77,13.8,0.01,1.07,12.42,1.14,0.01,0.12,13.54,0.08,0.01,0.16,124217,15.26
0.78,0.56,-3.69,76.74,15.28,0.01,1.2,6.42,0.78,0.01,0.07,8.48,-0.03,0.01,0.14,31814,8.99
0.65,0.69,0.06,57.26,17.82,0.01,1.2,9.49,1.1,0.01,0.06,12.21,-0.03,0.01,0.17,169406,8.45
0.86,0.43,-5.12,91.18,11.7,0.01,1.0,4.53,0.49,0.01,0.07,5.33,-0.03,0.01,0.11,251603,7.2
0.52,1.11,0.72,40.78,1.09,0.01,0.24,5.0,0.17,0.0,0.03,2.0,0.0,0.0,0.01,180197,1.45
0.86,0.53,-4.01,84.03,13.0,0.01,1.07,5.87,0.64,0.01,0.07,7.07,-0.03,0.01,0.11,28547,7.2
,,,,,,,,,,,,,,,95075,
0.55,0.29,-5.02,66.0,11.18,0.0,0.81,3.34,0.34,0.0,0.02,3.51,-0.03,0.01,0.09,252314,2.75
0.52,0.18,-1.22,61.01,3.44,0.0,0.94,0.59,0.12,0.0,0.01,1.36,-0.01,0.01,0.04,235943,1.43
0.52,0.0,-0.37,36.2,0.91,0.01,0.19,-0.03,0.07,0.0,0.03,0.8,0.0,0.0,0.01,136088,1.45
0.52,,,,,0.01,,,,0.0,0.03,0.0,0.0,0.0,0.01,79559,1.45
0.12,-0.52,-2.03,0.04,3.97,0.01,-0.03,76.35,-0.11,0.0,-0.13,-1.36,0.01,-0.0,0.03,69812,2.04
0.28,0.53,3.81,25.19,14.71,0.01,0.67,10.6,0.72,0.01,0.12,7.88,0.04,0.01,0.14,240794,8.29
0.64,1.14,9.42,71.03,13.85,0.01,1.06,15.24,1.39,0.01,0.12,16.87,0.08,0.01,0.16,209969,15.26
0.46,0.15,-1.26,65.78,11.88,0.0,0.92,1.15,0.21,0.0,0.02,1.86,-0.01,0.01,0.1,34748,1.65
0.79,0.38,-1.87,75.98,8.14,0.01,1.06,2.68,0.33,0.01,0.04,3.65,-0.0,0.01,0.09,58670,5.89
0.12,,,,,0.01,,,,0.0,-0.13,0.0,0.01,-0.0,0.03,121985,2.04
0.79,0.6,-3.22,87.53,12.6,0.0,1.06,6.67,0.7,0.01,0.05,7.84,-0.05,0.01,0.13,105929,5.87
0.94,0.74,-0.58,98.29,2.72,0.01,0.89,2.26,0.24,0.0,0.02,2.83,-0.0,0.01,0.03,161675,2.99
0.89,0.36,-3.17,87.55,10.63,0.01,1.49,2.25,0.39,0.01,0.03,4.16,-0.02,0.02,0.11,161882,5.99
0.6,0.27,-8.35,65.26,17.86,0.0,1.29,2.58,0.47,0.0,0.03,4.13,-0.07,0.01,0.16,115136,3.94
0.92,0.74,-0.58,95.82,2.73,0.01,0.89,2.26,0.24,0.0,0.03,2.81,-0.0,0.01,0.03,168830,3.16
0.86,1.02,2.09,88.53,13.37,0.01,1.12,12.06,1.2,0.01,0.1,14.35,-0.0,0.01,0.13,157850,11.26
0.88,0.26,-1.07,77.21,2.99,0.01,0.4,1.91,0.13,0.0,0.05,1.56,-0.0,0.01,0.04,196802,3.45
0.03,-0.08,-0.23,0.93,11.85,0.01,-0.4,4.26,-0.02,0.0,0.11,-0.9,0.02,0.0,0.05,112733,3.45
0.01,0.63,2.81,0.51,4.14,0.01,-0.1,-24.89,0.28,0.0,-0.1,3.37,0.02,-0.0,0.03,109511,2.84
0.95,0.53,-1.59,95.18,10.15,0.01,1.49,3.38,0.52,0.01,0.04,5.83,-0.01,0.01,0.1,199412,6.41
0.86,,,,,0.01,,,,0.01,0.1,0.0,-0.0,0.01,0.13,141182,11.26
,,,,,,,,,,,,,,,64502,
0.5,0.45,1.12,44.49,13.49,0.01,0.81,6.54,0.57,0.01,0.09,6.11,0.04,0.01,0.17,90557,10.02
0.71,0.17,-0.18,76.55,14.84,0.0,1.08,1.3,0.27,0.0,0.02,2.21,0.0,0.01,0.15,172376,2.61
0.34,0.15,0.43,40.64,23.23,0.0,1.23,0.67,0.35,0.0,-0.0,1.62,0.0,0.01,0.28,196721,0.25
0.79,0.51,-4.43,84.91,13.11,0.0,1.07,5.62,0.62,0.01,0.05,6.75,-0.05,0.01,0.13,148238,5.87
0.8,0.29,-6.52,69.52,13.83,0.0,1.03,3.05,0.4,0.01,0.05,3.95,-0.04,0.01,0.13,39977,6.34
0.78,0.97,1.38,87.46,12.1,0.01,1.01,11.51,1.04,0.01,0.07,12.45,-0.03,0.01,0.14,244376,8.99
0.28,0.57,4.38,23.62,14.35,0.01,0.63,11.91,0.75,0.01,0.12,8.31,0.04,0.01,0.14,217979,8.29
0.83,0.23,0.49,84.54,11.43,0.0,0.88,2.3,0.29,0.0,0.03,2.82,0.01,0.01,0.12,173393,3.86
0.6,0.33,-6.5,65.1,16.08,0.0,1.16,3.61,0.51,0.0,0.03,5.0,-0.07,0.01,0.16,41165,3.94
0.79,0.5,-4.13,76.49,13.84,0.0,1.08,5.72,0.64,0.01,0.05,6.99,-0.05,0.01,0.13,238148,5.87
0.84,0.61,-0.17,95.55,3.01,0.01,1.03,1.77,0.22,0.0,0.02,2.62,0.0,0.01,0.03,212003,2.51
0.53,0.48,0.58,63.37,12.11,0.0,0.87,6.1,0.56,0.01,0.07,6.11,0.01,0.01,0.12,243818,6.08
0.94,0.93,-0.06,97.17,3.32,0.01,1.09,2.87,0.33,0.0,0.02,3.93,-0.0,0.01,0.03,67706,2.99
0.14,2.48,0.64,14.14,0.34,0.01,0.04,19.06,0.13,0.0,0.05,1.52,0.0,0.0,0.01,237671,1.18
0.94,0.93,-0.07,97.37,2.95,0.01,0.97,2.86,0.3,0.0,0.02,3.57,-0.0,0.01,0.03,110699,2.99
0.12,,,,,0.01,,,,0.0,-0.13,0.0,0.01,-0.0,0.03,107459,2.04
0.95,0.69,-0.01,96.52,8.28,0.01,1.22,4.55,0.54,0.0,0.04,6.37,-0.01,0.01,0.08,123335,5.56
0.76,0.1,-1.08,88.02,12.39,0.0,0.97,0.55,0.17,0.0,0.01,1.33,-0.01,0.01,0.13,243044,1.22
0.65,0.36,-5.17,60.87,14.62,0.0,1.02,4.23,0.51,0.01,0.04,5.12,-0.06,0.01,0.15,224945,5.62
0.86,0.69,-2.34,93.48,12.26,0.01,1.06,7.62,0.77,0.01,0.07,8.88,-0.03,0.01,0.11,66527,7.2
0.89,1.0,2.49,85.38,7.08,0.01,0.98,7.25,0.66,0.0,0.04,7.92,-0.01,0.01,0.08,126593,5.12
,,,,,,,,,,,5.68,,,,111554,3.45
0.28,0.47,2.86,24.65,14.23,0.01,0.64,9.31,0.63,0.01,0.12,6.75,0.04,0.01,0.14,183221,8.29
0.0,-0.5,-2.98,0.03,5.5,-0.0,1.46,-1.95,-0.16,0.0,0.0,-2.03,-0.01,0.03,0.07,83735,0.51
0.68,0.24,-2.64,78.65,4.68,0.0,0.37,2.83,0.16,0.0,0.05,1.85,-0.02,0.0,0.07,137033,3.54
0.6,0.3,-7.87,65.82,18.07,0.0,1.31,3.08,0.53,0.0,0.03,4.83,-0.07,0.01,0.16,214064,3.94
0.7,0.34,-0.92,82.82,3.22,0.01,1.02,1.02,0.16,0.0,0.03,1.84,0.01,0.01,0.04,85472,3.58
0.84,0.35,-3.0,89.64,9.34,0.0,1.33,2.16,0.34,0.0,0.02,3.67,-0.03,0.01,0.08,208655,3.01
0.84,0.9,0.84,90.41,3.36,0.01,1.12,2.7,0.32,0.0,0.02,3.82,0.0,0.01,0.03,183725,2.51
0.83,0.18,-0.2,88.81,11.95,0.0,0.94,1.5,0.24,0.0,0.02,2.21,0.01,0.01,0.12,243386,2.88
0.96,0.92,-0.1,97.62,2.66,0.01,0.87,2.81,0.27,0.0,0.03,3.26,-0.0,0.01,0.03,194525,3.26
0.86,0.6,-2.74,89.68,10.35,0.01,0.88,6.71,0.59,0.01,0.07,6.69,-0.03,0.01,0.11,95210,7.2
0.78,0.49,-3.64,70.69,13.12,0.01,0.98,5.84,0.6,0.01,0.07,6.56,-0.03,0.01,0.14,72458,8.99
0.52,0.44,0.72,1.86,2.07,0.01,0.1,9.12,0.14,0.0,0.03,1.71,0.0,0.0,0.01,164141,1.45
0.4,-0.36,-17.7,37.9,25.57,-0.0,1.42,-8.21,-0.69,-0.01,-0.08,-10.88,-0.18,0.01,0.26,117980,-11.01
0.71,0.3,1.76,71.21,13.6,0.0,0.96,3.42,0.41,0.0,0.02,4.07,0.0,0.01,0.15,81962,2.61
0.79,0.35,-6.45,78.73,14.04,0.0,1.12,3.64,0.48,0.01,0.05,4.86,-0.05,0.01,0.13,112400,5.87
0.93,0.8,-1.24,97.03,12.26,0.01,1.08,8.8,0.88,0.01,0.08,10.3,-0.02,0.01,0.12,137393,8.91
0.76,0.28,1.49,72.98,13.84,0.0,0.98,3.07,0.39,0.0,0.01,3.82,-0.01,0.01,0.13,51155,1.22
0.79,0.5,-4.23,84.01,12.58,0.0,1.03,5.54,0.59,0.01,0.05,6.52,-0.05,0.01,0.13,229247,5.87
0.06,0.11,1.97,0.94,33.82,0.0,0.3,-5.77,0.38,0.0,-0.05,-0.91,-0.0,0.01,0.36,83753,-2.07
0.88,0.88,-0.2,95.51,2.89,0.01,0.94,2.71,0.28,0.0,0.03,3.34,-0.0,0.01,0.03,199673,3.51
0.88,0.58,-0.95,96.36,8.81,0.01,1.3,3.77,0.5,0.0,0.03,5.7,-0.01,0.01,0.09,72116,5.32
0.84,0.63,0.01,84.29,2.54,0.01,0.82,1.95,0.2,0.0,0.02,2.4,0.0,0.01,0.03,43532,2.51
0.66,0.98,0.19,85.89,2.17,0.0,0.67,3.22,0.25,0.0,0.04,2.96,-0.01,0.0,0.01,74492,1.14
0.9,,,,,0.0,,,,0.0,0.01,0.0,-0.0,0.01,0.12,49319,2.1
0.52,0.33,-0.43,81.64,1.51,0.01,0.48,1.04,0.11,0.0,0.03,1.3,0.0,0.0,0.01,54035,1.45
0.47,-0.2,-2.8,81.37,3.36,0.0,0.46,-1.57,0.01,0.0,0.02,0.09,-0.01,0.0,0.05,96524,1.36
0.78,0.48,3.2,79.47,10.9,0.0,0.81,5.85,0.5,0.01,0.06,5.54,0.04,0.01,0.11,188180,5.89
0.85,0.1,-1.46,86.77,2.73,0.0,0.89,0.27,0.09,0.0,0.01,1.04,-0.0,0.01,0.02,240065,1.86
0.93,0.68,-2.12,82.88,14.01,0.01,1.14,7.86,0.86,0.01,0.08,9.76,-0.02,0.01,0.12,154322,8.91
0.86,0.57,-3.36,90.01,11.47,0.01,0.97,6.31,0.62,0.01,0.07,6.94,-0.03,0.01,0.11,42551,7.2
0.86,0.7,3.39,30.0,16.79,0.01,0.82,13.33,1.05,0.01,0.1,11.74,-0.0,0.01,0.13,162557,11.26
0.8,0.34,-4.92,68.16,11.78,0.0,0.87,3.86,0.4,0.01,0.05,4.16,-0.04,0.01,0.13,50507,6.34
0.55,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.09,29717,2.75
0.94,1.34,1.71,93.51,4.24,0.01,1.37,4.24,0.54,0.0,0.03,6.6,-0.0,0.01,0.03,157103,3.88
0.03,0.58,2.48,1.72,5.08,0.01,0.23,12.33,0.31,0.0,0.11,3.67,0.02,0.0,0.05,215216,3.45
0.46,0.14,-0.05,22.05,12.99,0.0,0.58,1.74,0.22,0.0,0.02,1.81,-0.01,0.01,0.1,226061,1.65
0.93,0.62,-3.45,95.97,12.53,0.01,1.1,6.63,0.71,0.01,0.08,8.08,-0.02,0.01,0.12,148850,8.91
0.24,,,,,0.01,,,,0.0,0.0,0.0,0.01,0.0,0.03,121328,2.93
0.9,0.24,0.49,95.66,11.42,0.0,0.93,2.33,0.3,0.0,0.01,2.97,-0.0,0.01,0.12,108773,2.1
0.6,0.59,-1.68,60.41,14.34,0.0,1.0,7.84,0.78,0.0,0.03,8.62,-0.07,0.01,0.16,246635,3.94
0.86,1.02,2.08,88.52,13.37,0.01,1.12,12.06,1.2,0.01,0.1,14.35,-0.0,0.01,0.13,149417,11.26
0.93,0.69,-2.2,92.87,11.62,0.01,1.0,7.66,0.74,0.01,0.08,8.46,-0.02,0.01,0.12,172502,8.91
0.86,0.58,-2.7,89.77,9.61,0.01,0.81,6.54,0.54,0.01,0.07,6.13,-0.03,0.01,0.11,73277,7.2
0.89,0.56,-0.69,96.47,5.05,0.01,0.75,3.67,0.3,0.0,0.04,3.54,-0.01,0.01,0.06,216539,3.69
0.88,0.44,-1.99,94.51,7.98,0.01,1.17,2.78,0.36,0.0,0.03,4.05,-0.01,0.01,0.09,203651,5.32
0.86,1.03,-3.47,82.58,13.36,0.01,1.09,12.52,1.15,0.01,0.1,13.76,-0.0,0.01,0.13,58148,11.26
0.89,0.76,0.57,82.52,4.7,0.01,0.64,5.54,0.37,0.0,0.04,4.36,-0.01,0.01,0.06,208673,3.69
0.88,0.94,-0.03,96.08,3.05,0.01,0.99,2.9,0.31,0.0,0.03,3.68,-0.0,0.01,0.03,69218,3.51
0.89,0.12,-0.85,95.68,11.45,0.0,0.93,0.86,0.19,0.0,-0.0,1.6,-0.02,0.01,0.12,109889,0.62
0.81,-0.73,-1.35,87.5,11.95,-0.01,0.73,-12.32,-0.66,-0.01,-0.13,-8.24,-0.01,0.01,0.12,92879,-8.35
0.86,1.0,2.49,82.13,14.23,0.01,1.15,12.33,1.26,0.01,0.1,15.02,-0.0,0.01,0.13,213596,11.26
0.88,0.6,-0.25,79.9,7.82,0.01,1.05,4.28,0.46,0.0,0.03,5.29,-0.01,0.01,0.09,58130,5.32
0.78,0.96,2.89,66.89,13.57,0.01,0.99,13.01,1.15,0.01,0.07,13.68,-0.03,0.01,0.14,136313,8.99
0.78,0.43,3.2,75.41,12.81,0.0,0.93,5.18,0.52,0.01,0.06,5.6,0.04,0.01,0.11,201041,5.89
0.15,0.58,1.35,23.53,5.46,0.0,0.93,3.32,0.33,0.0,0.05,3.88,0.01,0.01,0.07,152603,3.37
0.93,0.88,-0.1,95.4,10.14,0.01,0.89,9.99,0.81,0.01,0.08,9.65,-0.02,0.01,0.12,252647,8.91
0.88,0.24,-3.18,63.75,10.02,0.01,1.2,1.66,0.27,0.0,0.03,2.8,-0.01,0.01,0.09,26648,5.32
0.94,0.56,-0.8,95.06,6.48,0.01,0.95,3.72,0.37,0.0,0.04,4.33,-0.0,0.01,0.06,80702,4.58
0.65,0.54,-3.77,77.72,14.5,0.0,1.14,6.24,0.73,0.01,0.04,7.93,-0.06,0.01,0.15,246257,5.62
0.94,0.75,0.31,98.7,6.43,0.01,0.96,4.94,0.47,0.0,0.04,5.54,-0.0,0.01,0.06,86624,4.58
0.84,0.2,-4.36,95.01,8.94,0.0,1.31,1.08,0.22,0.0,0.02,2.21,-0.03,0.01,0.08,142640,3.01
0.86,0.88,0.2,89.41,12.7,0.01,1.07,10.21,1.0,0.01,0.1,11.76,-0.0,0.01,0.13,104822,11.26
0.52,,,,,0.0,,,,0.0,0.01,0.0,-0.01,0.01,0.04,108305,1.43
0.88,1.04,0.38,92.24,3.46,0.01,1.1,3.29,0.37,0.0,0.03,4.43,-0.0,0.01,0.03,143711,3.51
0.65,0.56,-1.21,48.71,16.08,0.01,1.0,8.1,0.82,0.01,0.06,8.92,-0.03,0.01,0.17,170720,8.45
0.84,0.45,-2.14,96.12,8.74,0.0,1.29,2.8,0.39,0.0,0.02,4.41,-0.03,0.01,0.08,136448,3.01
0.86,0.58,-3.69,92.25,12.29,0.01,1.06,6.24,0.66,0.01,0.1,7.38,-0.0,0.01,0.13,250469,11.26
0.89,0.62,-0.16,85.69,4.89,0.01,0.68,4.36,0.32,0.0,0.04,3.76,-0.01,0.01,0.06,31841,3.69
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,244043,7.2
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,246707,5.89
0.9,0.1,-1.38,84.88,15.18,0.0,1.16,0.3,0.19,0.0,0.01,1.15,-0.0,0.01,0.12,176615,2.1
0.86,0.84,0.02,84.36,10.48,0.01,0.86,10.06,0.8,0.01,0.1,9.44,-0.0,0.01,0.13,150884,11.26
0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,70829,0.0
0.5,0.73,7.26,42.66,19.4,0.01,1.14,11.47,1.25,0.01,0.09,13.93,0.04,0.01,0.17,32570,10.02
0.52,0.4,-0.21,70.07,1.2,0.01,0.36,1.35,0.11,0.0,0.03,1.29,0.0,0.0,0.01,70091,1.45
0.71,-0.03,-5.1,78.31,13.84,0.0,0.93,-1.47,-0.03,0.0,0.02,-1.25,0.0,0.01,0.15,199403,2.61
0.93,0.67,-2.14,89.06,11.0,0.01,0.93,7.56,0.68,0.01,0.08,7.83,-0.02,0.01,0.12,62486,8.91
0.94,,,,,0.01,,,,0.0,0.03,0.0,-0.0,0.01,0.03,59255,3.88
0.93,0.99,-0.66,98.66,10.28,0.01,1.01,10.01,0.9,0.01,0.08,,-0.02,0.01,0.12,93527,
0.89,0.28,-2.86,95.24,7.07,0.01,1.04,1.72,0.23,0.0,0.04,2.59,-0.01,0.01,0.08,92789,5.12
0.94,0.88,-0.18,94.9,2.84,0.01,0.92,2.72,0.28,0.0,0.02,3.31,-0.0,0.01,0.03,193049,2.99
0.76,0.54,-0.89,93.39,2.25,0.0,0.72,1.68,0.17,0.0,0.01,2.01,-0.01,0.01,0.02,35720,1.51
0.94,0.96,0.01,97.07,3.13,0.01,1.03,2.94,0.32,0.0,0.03,3.82,0.0,0.01,0.03,183347,4.08
0.15,0.96,2.92,18.85,4.36,0.0,0.66,6.37,0.42,0.0,0.05,5.04,0.01,0.01,0.07,140993,3.37
0.65,,,,,0.01,,,,0.01,0.06,0.0,-0.03,0.01,0.17,90035,8.45
0.5,0.33,-0.53,41.15,24.49,0.01,1.42,3.65,0.74,0.01,0.09,5.99,0.04,0.01,0.17,90980,10.02
0.71,0.34,2.54,70.84,14.82,0.0,1.04,3.95,0.49,0.0,0.02,4.91,0.0,0.01,0.15,133973,2.61
0.65,,,,,0.0,,,,0.01,0.04,0.0,-0.06,0.01,0.15,203057,5.62
,,,,,,,,,,,0.0,,,,88406,3.06
0.94,0.42,-1.34,96.41,2.54,0.01,0.82,1.27,0.16,0.0,0.02,1.85,-0.0,0.01,0.03,189449,2.99
0.86,0.72,-1.26,79.95,13.68,0.01,1.09,8.63,0.89,0.01,0.1,10.24,-0.0,0.01,0.13,243233,11.26
0.86,0.77,-0.7,83.3,10.64,0.01,0.87,9.14,0.75,0.01,0.1,8.74,-0.0,0.01,0.13,238814,11.26
0.96,0.68,-0.12,95.41,9.55,0.01,1.4,4.44,0.61,0.01,0.04,7.02,-0.01,0.01,0.1,204479,6.49
0.47,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.0,0.05,150533,1.36
0.79,0.51,-4.09,85.0,12.28,0.0,1.01,5.62,0.59,0.01,0.05,6.5,-0.05,0.01,0.13,166130,5.87
0.86,0.52,-4.21,91.76,11.75,0.01,1.01,5.53,0.57,0.01,0.07,6.37,-0.03,0.01,0.11,154295,7.2
0.0,-0.2,-5.82,61.85,16.06,0.0,1.05,-4.22,-0.2,0.0,0.0,-3.63,0.0,0.0,0.0,76895,0.0
0.14,1.35,0.33,22.66,0.36,0.01,0.05,8.18,0.1,0.0,0.05,1.24,0.0,0.0,0.01,237653,1.18
0.52,0.34,-0.67,60.08,3.54,0.0,0.96,1.21,0.17,0.0,0.01,1.96,-0.01,0.01,0.04,58463,1.43
0.52,-0.37,-0.47,12.86,3.8,0.0,-0.48,3.08,-0.05,0.0,0.01,-0.66,-0.01,0.01,0.04,143423,1.43
0.6,0.33,-6.58,65.12,16.08,0.0,1.16,3.55,0.51,0.0,0.03,4.92,-0.07,0.01,0.16,27665,3.94
0.86,0.82,0.25,77.64,14.48,0.01,1.14,10.08,1.06,0.01,0.1,12.29,-0.0,0.01,0.13,142793,11.26
0.79,0.56,-3.3,79.0,13.12,0.0,1.04,6.48,0.68,0.01,0.05,7.57,-0.05,0.01,0.13,192779,5.87
0.96,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.1,230156,6.35
0.89,0.93,1.78,92.54,6.92,0.01,1.0,6.46,0.61,0.0,0.04,7.27,-0.01,0.01,0.08,242117,5.12
0.84,0.42,-0.63,87.56,2.92,0.01,0.96,1.26,0.17,0.0,0.02,2.01,0.0,0.01,0.03,165824,2.51
0.78,0.5,-4.32,84.72,12.88,0.01,1.06,5.55,0.61,0.01,0.07,6.68,-0.03,0.01,0.14,155096,8.99
0.94,,,,,0.01,,,,0.0,0.04,0.0,-0.0,0.01,0.06,94931,4.58
0.93,0.79,-1.34,97.14,11.84,0.01,1.04,8.67,0.84,0.01,0.08,9.86,-0.02,0.01,0.12,226178,8.91
0.8,0.31,-6.61,80.75,12.98,0.0,1.04,3.14,0.4,0.01,0.05,4.08,-0.04,0.01,0.13,251090,6.34
0.86,0.43,-4.92,91.37,11.19,0.01,0.96,4.54,0.47,0.01,0.07,5.15,-0.03,0.01,0.11,148427,7.2
0.85,0.72,0.15,91.85,2.22,0.0,0.75,2.15,0.2,0.0,0.01,2.41,-0.0,0.01,0.02,60308,1.86
0.73,,,,,0.0,,,,0.0,0.04,0.0,0.02,0.01,0.13,43649,4.23
0.63,0.37,-0.26,78.82,1.09,-0.0,0.33,1.18,0.1,0.0,-0.01,1.2,-0.01,0.0,0.01,246410,0.87
0.9,0.19,-0.12,94.5,13.3,0.0,1.08,1.54,0.28,0.0,0.01,2.46,-0.0,0.01,0.12,198395,2.1
0.12,1.4,4.74,4.62,3.76,0.01,0.28,18.96,0.51,0.0,-0.13,6.19,0.01,-0.0,0.03,226259,2.04
0.81,-0.88,-2.82,90.4,11.18,-0.01,0.7,-14.32,-0.75,-0.01,-0.13,-9.18,-0.01,0.01,0.12,205001,-8.35
0.86,1.12,2.68,93.61,11.2,0.01,0.97,13.14,1.11,0.01,0.1,13.53,-0.0,0.01,0.13,54368,11.26
0.52,0.45,-0.06,58.95,0.8,0.01,0.21,1.66,0.1,0.0,0.03,1.14,0.0,0.0,0.01,161963,1.45
0.01,0.62,2.07,0.89,3.03,0.01,-0.1,-18.48,0.22,0.0,-0.1,2.66,0.02,-0.0,0.03,198089,2.84
0.93,0.87,-0.5,99.99,11.22,0.01,1.0,9.56,0.88,0.01,0.08,10.38,-0.02,0.01,0.12,156329,8.91
0.6,0.49,-3.53,64.28,14.54,0.0,1.04,6.04,0.66,0.0,0.03,7.1,-0.07,0.01,0.16,76292,3.94
0.4,-0.4,-16.05,39.42,21.68,-0.0,1.23,-8.49,-0.65,-0.01,-0.08,-9.64,-0.18,0.01,0.26,116621,-11.01
0.5,0.44,0.51,55.97,15.0,0.01,1.01,5.64,0.62,0.01,0.09,6.52,0.04,0.01,0.17,99179,10.02
0.88,0.56,-0.98,91.8,8.38,0.01,1.21,3.69,0.46,0.0,0.03,5.26,-0.01,0.01,0.09,43496,5.32
0.78,0.71,-1.43,83.78,11.28,0.01,0.92,8.32,0.73,0.01,0.07,8.49,-0.03,0.01,0.14,40184,8.99
0.84,0.6,-0.21,98.37,2.88,0.01,1.0,1.72,0.21,0.0,0.02,2.53,0.0,0.01,0.03,225179,2.51
0.53,0.4,3.82,70.22,16.33,0.0,1.14,4.8,0.62,0.01,0.06,6.26,0.06,0.01,0.21,227357,7.57
0.65,0.64,-2.25,71.75,17.32,0.01,1.31,7.75,1.0,0.01,0.06,10.97,-0.03,0.01,0.17,201914,8.45
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,90791,3.01
0.86,0.69,-2.32,95.04,11.87,0.01,1.04,7.61,0.75,0.01,0.07,8.68,-0.03,0.01,0.11,174932,7.2
0.71,,,,,0.0,,,,0.0,0.02,0.0,0.0,0.01,0.15,236033,2.61
0.92,0.27,-1.9,94.9,2.78,0.01,0.91,0.79,0.13,0.0,0.03,1.52,-0.0,0.01,0.03,94391,3.16
0.8,-0.16,-17.45,64.07,19.6,0.0,1.4,-3.56,-0.2,0.01,0.05,-4.19,-0.04,0.01,0.13,193427,6.34
0.71,0.24,1.02,74.84,14.98,0.0,1.08,2.42,0.37,0.0,0.02,3.42,0.0,0.01,0.15,242873,2.61
0.8,0.55,-2.99,75.55,12.21,0.0,0.95,6.51,0.62,0.01,0.05,6.98,-0.04,0.01,0.13,88829,6.34
0.86,0.92,0.96,86.96,13.1,0.01,1.09,10.95,1.08,0.01,0.1,12.75,-0.0,0.01,0.13,71207,11.26
0.86,0.39,-4.39,75.39,10.89,0.01,0.85,4.44,0.42,0.01,0.07,4.55,-0.03,0.01,0.11,221012,7.2
0.78,0.67,5.57,80.68,11.45,0.0,0.86,8.55,0.71,0.01,0.06,8.11,0.04,0.01,0.11,166607,5.89
0.79,0.26,-8.96,74.49,16.88,0.0,1.3,2.31,0.43,0.01,0.05,3.81,-0.05,0.01,0.13,231965,5.87
0.6,0.17,-6.8,26.24,22.69,0.0,1.04,1.26,0.38,0.0,0.03,2.11,-0.07,0.01,0.16,216098,3.94
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,170144,7.2
0.14,0.84,1.1,19.84,0.94,0.01,-0.15,-5.46,0.13,0.0,0.05,1.62,0.0,0.0,0.01,198071,1.18
0.55,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.09,60065,2.75
0.93,0.86,0.72,74.53,10.07,0.01,0.78,10.98,0.79,0.01,0.08,9.34,-0.02,0.01,0.12,135377,8.91
0.83,0.35,1.93,73.63,10.89,0.0,0.78,4.26,0.39,0.0,0.03,4.12,0.01,0.01,0.12,85517,3.86
0.9,1.08,0.41,95.26,3.07,0.01,1.0,3.35,0.34,0.0,0.03,4.15,0.0,0.01,0.03,161684,3.83
0.15,,,,,0.0,,,,0.0,0.05,0.0,0.01,0.01,0.07,30563,3.37
0.83,0.57,4.63,72.94,11.66,0.0,0.83,7.47,0.62,0.0,0.03,7.0,0.01,0.01,0.12,131219,3.86
0.86,0.61,-0.05,44.87,10.11,0.01,0.61,9.62,0.58,0.01,0.07,6.63,-0.03,0.01,0.11,226232,7.2
0.53,0.4,0.43,43.58,11.81,0.0,0.7,5.86,0.46,0.01,0.07,4.93,0.01,0.01,0.12,67535,6.08
0.14,,,,,0.01,,,,0.0,0.05,0.0,0.0,0.0,0.01,67607,1.18
0.78,0.59,-3.09,71.56,17.14,0.01,1.3,7.02,0.91,0.01,0.07,9.89,-0.03,0.01,0.14,55664,8.99
0.15,,,,,0.0,,,,0.0,0.05,0.0,0.01,0.01,0.07,44144,3.37
0.95,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.09,229967,6.18
